MonthlyCharge,Bandwidth_GB_Year,StreamingTV,Age
184.979684,1254.725693,0,22
242.6326,5788.852546,1,69
147.4738,375.6589979,0,72
245.128318,1925.341061,1,58
127.4887,889.7590173,0,65
172.4579,5967.112269,1,40
204.961,5174.997026,0,79
172.4624,5890.098766,1,30
92.488023,1266.982166,0,66
159.9794,1741.511236,0,70
117.4392,5786.794488,1,52
190.173699,1167.271182,1,72
270.1604,2657.509636,1,18
172.4848,5540.302436,0,89
142.4827,4760.987806,0,68
159.9794,1163.473611,0,76
225.145743,2539.76136,1,32
207.6094,4954.029731,1,89
220.1478,6266.666067,1,83
187.6422,5150.603073,1,31
204.9496,5408.328182,1,89
144.9607,1301.332682,0,87
242.6326,5610.807336,1,26
190.173699,1588.313232,1,56
200.1652,5591.655269,1,35
162.4689,618.6284163,0,62
147.4601,5244.15561,0,70
149.9707,427.8088852,0,78
92.48802,5114.306191,0,84
139.99789,2101.344074,0,29
210.127,6179.8226,1,85
149.9483,5865.479279,1,86
194.9581,6023.253234,1,42
200.165175,1700.121992,1,25
245.146969,1502.677072,1,46
227.4754,4838.973661,0,78
134.980139,1248.626874,0,56
255.141716,1004.100502,1,51
117.439154,733.4036934,1,46
92.48802,5184.174341,0,43
79.978861,1943.112927,0,76
210.138,6071.79498,1,85
117.439154,1257.52308,1,54
92.5018,5762.454827,0,75
197.4702,5869.727078,0,83
167.4564,6152.279339,0,28
172.4705,6484.077095,0,21
162.4608,1795.593522,0,77
139.965008,1566.414462,0,61
182.446995,1805.771781,0,76
139.965,4663.083428,0,56
149.9928,6060.021953,0,52
105.011,4301.135534,0,60
225.1457,5116.648865,1,20
235.1884,6667.97528,1,23
207.609354,888.7604416,1,78
147.4421,1042.786672,0,76
182.467607,2230.633867,1,27
129.9483,712.4768186,1,79
157.4836,1747.20978,0,31
287.6427,6351.617139,1,37
214.9525,5227.515273,0,64
187.656013,1479.730181,1,70
242.6106,1187.716662,1,87
167.4847,2229.929037,1,35
137.4392,5256.767211,1,28
139.9568,841.9569184,1,55
104.9781,6058.836085,0,34
184.9785,4354.210928,0,63
127.4958,4901.491925,0,80
127.4958,5480.31735,0,69
200.1323,6154.993798,1,28
130.0064,1388.750133,0,58
182.447,5993.09022,0,76
275.133571,2064.474901,1,87
190.12704,1663.694612,1,88
162.4608,1689.545339,0,20
210.1518,4291.029972,1,71
207.4754,6001.171287,0,34
210.127,634.6246024,1,66
172.4871,1945.615058,1,30
159.9349,5934.434665,1,31
182.49,5317.014241,0,55
222.6792,6522.842043,1,79
194.9663,1215.716688,0,56
129.9778,6659.547499,0,45
175.1331,4555.47419,1,19
127.442069,1244.709018,0,69
172.5034,1751.102541,0,53
172.462354,758.0522649,1,46
194.9744,896.0733804,0,71
142.485486,1335.902829,1,66
104.9643,869.1995017,0,41
142.4713,2698.307074,1,32
139.987503,2649.830017,0,49
127.525,6227.163207,0,29
172.4567,4607.641291,0,38
265.147,6392.803419,1,58
202.443347,1060.779533,0,21
142.4689,5588.332956,0,85
159.9656,4878.10553,0,66
149.9707,5617.743323,0,21
152.4579,1290.155524,1,78
165.0182,3891.731564,1,73
147.478341,297.5330656,0,49
262.6106,5618.040366,1,54
114.9509,5754.564928,0,24
217.4702,4445.416771,0,63
202.649979,2425.149963,1,32
174.9768,2588.430434,1,45
187.656,5975.229801,1,38
184.9853,570.4516207,1,64
112.4551,576.1637573,0,84
192.4404,5641.382534,1,53
154.9919,6232.543979,0,86
144.9607,4429.96209,0,22
147.4783,4695.581772,0,58
129.9763,5623.819353,1,69
184.978458,900.3977089,0,43
230.1051,6140.731914,1,66
139.983,1228.595252,0,32
222.6326,5441.651124,1,49
139.9349,2221.185633,1,30
147.4783,787.3445005,0,62
172.47417,1884.50089,0,70
219.9902,5431.357184,1,55
247.664655,1621.139508,1,18
119.9897,4648.186854,1,78
222.679213,1973.661316,1,19
152.4555,6426.704792,0,74
147.456419,1716.888034,0,73
134.950905,345.0099528,0,46
164.964681,1714.901159,0,47
159.9642,5626.901599,1,33
235.1555,6655.926837,1,34
147.442069,874.5485738,0,35
152.4624,1572.631084,1,70
172.4555,5734.616741,0,25
165.01134,928.4588213,0,63
104.9781,6258.956902,0,67
235.137219,2363.604752,1,38
104.9923,3771.816061,0,71
144.9607,866.9483546,0,61
102.474625,1040.400476,0,44
255.1372,4844.338366,1,24
159.983,732.5653824,0,62
172.47417,1729.837284,0,62
174.9581,2163.007664,1,20
149.9707,4803.633727,0,46
182.4676,5360.396176,1,74
222.665436,1024.224748,1,26
159.934918,1043.790368,1,83
132.466,2062.862632,1,28
159.9642,1452.316701,1,48
92.5018,1095.950634,0,81
179.965581,2267.242164,0,55
175.0062,2701.761153,0,56
242.61428,1809.863378,1,33
124.9607,5447.621158,0,48
152.466,4149.007278,1,84
162.4937,1622.823317,0,43
142.4713,5473.390798,1,48
159.9656,617.6429974,0,73
149.948316,767.8506996,1,65
149.97755,1021.026757,1,27
230.1051,1294.27991,1,35
159.9476,4575.351511,0,36
142.4526,6682.345453,1,33
154.975543,1258.06366,1,35
139.9568,5507.18923,1,24
139.9816,5626.09355,1,59
127.4783,6098.579126,0,39
182.4676,5361.413006,1,74
162.4713,608.6804201,1,36
242.632554,1412.736809,1,22
124.9643,5796.999774,0,89
127.5067,1277.028074,0,19
172.4404,5395.692973,1,56
174.9744,4798.910859,0,49
117.4686,1876.277402,0,80
172.5104,826.2618071,0,58
104.9781,1478.755528,0,31
162.468917,715.3186358,0,87
152.509013,740.0368256,1,36
230.1051,1396.341948,1,29
235.1591,5396.115807,1,46
114.950905,1778.431765,0,37
177.4876,6435.760627,0,83
127.4738,5849.296401,0,37
242.6143,953.0836423,1,39
112.4844,3347.326138,0,77
152.4579,5435.713342,1,85
174.9744,4778.620483,0,86
124.9781,1185.107111,0,65
204.961,1041.036664,0,80
235.1555,5921.839604,1,69
184.9647,6294.155657,0,24
112.4844,1649.813925,0,74
232.6707,4492.115868,1,29
104.9629,295.3935883,1,70
172.4624,5753.311311,1,67
187.6422,5918.425104,1,57
169.9378,6038.193062,0,66
240.1149,4886.937383,1,57
270.1604,5655.619699,1,80
172.4885,2120.765903,0,38
217.483972,955.0181592,0,76
174.975543,919.2881691,1,36
140.00128,1340.930156,0,25
159.9349,2150.01852,1,26
92.45514,4221.824522,0,22
207.6094,5104.889837,1,62
117.472,4415.844265,1,34
159.965,5696.949378,0,30
149.9928,5504.260765,0,28
127.474951,1188.311266,0,56
104.9629,1406.070492,1,55
159.9476,5374.949556,0,37
255.1336,5673.346337,1,63
220.1185,4644.934479,1,70
202.443347,1252.81737,0,38
184.9785,5614.133645,0,46
174.9919,5555.86987,0,20
159.9656,6287.497445,0,29
207.6094,4357.22211,1,19
107.4806,5359.319798,1,86
152.4624,850.0650584,1,87
235.1591,5933.787702,1,66
140.00128,1761.711017,0,20
179.947583,497.4668116,0,69
240.1149,6376.238465,1,60
137.4978,3862.289881,0,77
149.948316,271.4934362,1,83
167.4847,5736.40115,1,75
132.466,2399.954293,1,66
167.4564,4821.711621,0,54
137.4698,1184.335827,0,36
137.4872,5739.929828,0,88
147.5031,5600.294614,0,37
137.4686,5717.831853,0,59
127.4783,1024.393039,0,18
157.4698,820.9054953,0,29
129.9483,1113.503645,1,52
182.447,6269.306466,0,65
174.9768,4552.057718,1,70
197.6288,6098.13029,1,48
235.159141,2196.151925,1,35
235.1417,6551.623181,1,32
117.4392,6403.802048,1,75
149.984492,1488.81735,0,71
159.965008,587.538153,0,19
212.6415,4680.021701,1,76
195.0062,6054.932884,0,44
187.4847,5052.938652,1,33
172.5104,773.1752584,0,59
220.1185,6008.789959,1,73
230.1051,5514.318979,1,81
139.9792,1537.25042,0,54
127.4421,963.6972905,0,65
105.010962,1568.47416,0,48
182.460772,1642.394079,0,37
262.610632,2208.615485,1,24
132.5127,5659.754528,1,83
212.6415,1330.057877,1,26
230.1344,1256.972232,1,60
147.4421,3788.951502,0,79
172.4555,583.6805521,0,24
137.4686,5598.578895,0,61
127.442069,1174.414663,0,47
105.010962,676.0809142,0,26
182.447,833.2996999,0,38
114.9509,3041.355145,0,34
104.9629,5888.691325,1,20
104.9629,1628.215009,1,56
139.9568,5675.878459,1,58
194.9699,956.2196954,0,81
172.4555,655.4787829,0,85
235.1555,5249.968921,1,54
182.4653,4507.158562,0,51
127.4783,1627.688937,0,38
240.1149,1113.10611,1,73
164.9889,1060.670899,1,30
140.0342,5939.80671,0,71
152.4579,5233.690338,1,38
149.9447,1882.950851,1,71
230.1051,1599.616413,1,78
192.4885,5250.358878,0,73
152.509,1332.850025,1,43
182.467607,1067.373076,1,20
210.138,5494.3717,1,48
139.981577,2370.184448,1,40
169.9928,808.4971819,0,81
192.4404,2120.230349,1,62
117.4686,1290.286524,0,54
147.4783,558.9941784,0,44
167.4564,3922.960514,0,70
124.9781,6101.379973,0,73
159.9794,6286.517671,0,30
174.9919,6296.461831,0,54
225.1457,6175.505483,1,47
242.6435,4967.50972,1,51
127.4958,5132.685447,0,88
159.979358,2008.680996,0,23
147.4738,4725.259403,0,81
124.9643,4984.849588,0,18
132.4798,1109.204756,1,82
262.6106,6241.530828,1,45
149.9928,711.8524934,0,56
247.6647,5418.636172,1,57
184.949594,2536.687205,1,64
187.656013,711.7404846,1,74
242.6573,5050.700652,1,30
187.4673,1482.762683,1,42
169.944668,991.7932314,1,50
232.6378,6334.652427,1,56
137.5165,1552.219697,0,20
124.960655,1221.100604,0,49
184.979684,1026.387172,0,62
159.9512,5770.359583,0,53
104.9643,4014.850907,0,83
79.978861,961.7341695,0,50
152.466,5611.443086,1,79
142.5007,4815.278288,0,78
182.4608,5109.918342,0,44
194.9699,1265.450999,0,67
139.983,4827.605046,0,48
220.1478,5468.830044,1,55
197.484,6182.792584,0,57
182.446995,486.1105716,0,88
149.9447,5187.833012,1,84
149.9483,1099.299416,1,24
207.6094,1224.407955,1,59
149.9915,631.6069096,0,21
139.979239,525.3069851,0,88
174.9699,4511.720825,0,73
112.4844,618.2837675,0,27
157.4698,419.4107069,0,55
265.1283,981.7181093,1,32
139.9349,4326.507187,1,47
204.9634,903.733212,1,45
149.9598,4611.987,0,88
152.5104,2790.826119,0,49
147.442069,746.2481195,0,19
275.1336,5429.870356,1,40
162.4689,4770.483341,0,33
157.483594,394.0148722,0,41
95.019486,878.7051436,0,83
212.6228,5388.100592,1,45
159.965,5621.504803,0,60
232.6378,2515.478194,1,51
194.9525,4807.120751,0,48
149.9378,1026.042379,0,47
190.1737,1311.801862,1,36
174.9581,1511.485403,1,81
127.4421,6353.540649,0,25
164.9853,6717.631884,1,19
144.960655,577.1451549,0,27
265.147,5999.064003,1,64
159.965008,640.3809858,0,39
275.1336,5989.772755,1,51
174.9581,6437.319274,1,38
169.992756,891.5354705,0,70
124.9935,880.6292606,0,49
200.1465,4927.588244,1,29
159.9942,1861.838695,0,18
222.6281,5142.752759,1,49
162.447,4434.823362,0,18
230.1051,4024.612201,1,35
159.947583,1599.727567,0,46
267.6427,1571.964276,1,57
220.1185,895.556806,1,23
182.45383,1365.14372,1,89
182.4833,971.3001605,0,28
162.500692,2056.386979,0,80
232.62403,1607.735971,1,45
255.141716,859.0587897,1,71
149.9447,5980.037893,1,79
162.471255,1224.604104,1,35
127.4738,5910.676012,0,27
210.1051,6953.434775,1,32
162.465269,1052.042079,0,23
124.9643,5402.984208,0,76
159.987503,879.9008247,0,89
127.4958,6033.167408,0,41
147.4783,5767.046848,0,78
139.987503,956.2636975,0,89
262.6106,5274.080857,1,31
179.9476,5476.19566,0,76
137.468591,409.5740796,0,41
214.9525,6076.969235,0,39
172.4404,6239.568854,1,66
217.470195,851.1414085,0,88
139.934918,2418.099487,1,43
157.4836,5780.643396,0,76
129.948316,1449.202089,1,44
192.440432,499.7170655,1,67
207.4811,1575.21359,1,59
92.45514,5134.690478,0,25
197.470195,1698.465833,0,40
149.948316,732.3533606,1,38
137.461553,1729.615672,0,86
149.9915,540.3210772,0,29
187.656,5541.635777,1,66
242.6106,4549.826317,1,48
169.937833,427.0934802,0,89
162.5005,356.9526336,1,85
119.9897,4849.400123,1,53
202.443347,951.886985,0,70
95.01949,4179.222967,0,89
137.4698,4149.514153,0,71
242.6106,6211.970512,1,57
162.4608,5450.915329,0,27
200.165175,2692.885423,1,42
147.4421,734.4252105,0,27
212.6415,1119.209524,1,81
137.4872,1010.477682,0,39
114.9728,411.9057225,0,28
162.447,5431.15051,0,78
172.4579,1686.444218,1,32
202.636202,1710.907598,1,67
139.9349,1141.442182,1,50
255.1665,6305.471651,1,39
104.9781,1636.905029,0,56
192.4705,2588.510628,0,77
157.4836,4361.243355,0,25
265.147,1103.319343,1,85
255.1417,6140.647609,1,41
129.948316,1048.919831,1,44
154.9755,1015.460451,1,59
242.6435,6340.235212,1,73
112.4844,4938.967049,0,28
220.1478,1258.840915,1,50
144.9607,5372.574608,0,22
184.9963,1262.417547,1,22
252.6378,2426.091797,1,41
149.9598,1150.114958,0,68
182.4833,5214.689346,0,44
147.4564,6074.125643,0,74
192.48852,1239.802036,0,61
232.6415,6535.516989,1,35
159.9349,880.8737878,1,54
152.4579,2131.892874,1,69
162.511928,870.76398,0,75
220.161527,1307.965782,1,32
187.4811,5917.583628,1,29
164.9715,6109.837555,1,70
112.4551,4534.558824,0,47
162.4538,1125.779521,1,65
159.9875,4581.646496,0,76
152.4579,6322.394651,1,64
172.4441,479.5519429,1,63
169.9378,883.2058714,0,20
179.979358,1232.913132,0,73
182.4653,5465.207911,0,52
117.4872,1009.028786,0,32
207.6094,6230.543177,1,77
94.97283,5933.23425,0,58
92.45514,4782.949918,0,55
214.9663,6230.661267,0,59
134.9509,5645.924053,0,84
149.9447,6104.573902,1,35
149.9447,5773.964084,1,65
114.9728,5291.934219,0,84
174.9755,837.8796845,1,76
242.6106,6123.627846,1,63
117.4858,978.3026986,1,19
192.4705,1492.762296,0,76
127.5067,1209.964607,0,51
194.9768,5214.429658,1,68
179.979358,573.9920618,0,62
124.9781,1657.906578,0,85
184.961,5566.092166,0,26
130.0064,4983.295874,0,70
235.1591,840.6246629,1,65
132.466,2609.91314,1,83
172.4848,1819.640333,0,19
144.9607,4516.882554,0,32
172.4567,6667.408481,0,38
172.4871,992.6561706,1,66
155.0084,4520.861055,1,89
215.1591,2668.981332,1,66
194.9882,4908.377893,0,67
179.9794,6273.577349,0,55
200.1185,6731.618169,1,28
252.637807,804.3790601,1,81
115.0021,1945.332394,0,32
212.6415,4458.846728,1,84
174.9755,6023.851747,1,40
107.4958,1149.045043,0,54
182.490006,736.9303356,0,22
212.6415,1716.755804,1,33
230.1344,900.0678019,1,54
204.949594,1862.842794,1,75
104.992311,1267.06092,0,25
172.4848,5469.377243,0,29
207.609354,2221.139588,1,55
147.4421,1559.752741,0,42
104.9643,6336.618694,0,47
162.5005,4431.684055,1,89
142.5007,5181.030493,0,46
162.4937,5015.195312,0,38
139.95684,1810.920999,1,60
159.9349,4819.114767,1,87
230.105118,895.2266874,1,35
124.97808,749.3268907,0,32
222.6143,6466.569641,1,38
212.669463,2504.245348,1,81
194.9882,5784.798117,0,30
124.964303,561.4934455,0,50
129.976324,955.0876357,1,83
194.9663,1418.327071,0,30
129.9483,1296.523969,1,55
162.4937,1183.503581,0,68
204.9797,4549.43734,0,37
262.6106,6021.415503,1,44
115.002061,1679.045392,0,18
265.147,1949.172062,1,65
127.4601,4688.00861,0,69
194.9581,1505.877788,1,43
162.4818,5394.817414,1,61
117.4392,5348.891613,1,65
124.9607,4636.850137,0,57
114.9728,1012.08426,0,57
159.9476,1497.298277,0,21
149.9741,4724.312922,0,26
119.95684,988.3956919,1,22
134.9509,857.5127538,0,35
147.4421,645.1544646,0,63
182.4538,910.2691862,1,79
147.4738,4042.614652,0,63
159.9875,5339.932352,0,86
162.482694,1359.631961,0,19
184.985293,1982.131752,1,66
184.9647,5479.036356,0,77
207.4811,1062.404345,1,21
114.9976,3603.27849,0,68
124.960655,1738.71901,0,19
212.6415,6205.78959,1,87
127.4738,2444.542685,0,26
134.9801,3633.284673,0,89
184.9797,2441.738277,0,75
242.6281,5757.952045,1,62
129.9621,5075.832913,1,25
139.9875,1282.568064,0,44
149.9621,2960.494504,1,61
232.6228,1107.738951,1,74
222.6326,6667.024092,1,61
255.1336,6432.504958,1,65
149.974105,757.0097075,0,81
124.97808,544.0000763,0,89
245.132,1677.870071,1,48
202.4433,1080.752449,0,26
114.9728,5529.433476,0,26
164.988941,961.5888385,1,34
137.4698,6114.267462,0,54
129.995,636.2377993,1,84
207.6094,6127.79877,1,50
124.9781,5021.919456,0,80
207.6094,1246.19633,1,41
222.660939,1235.453213,1,60
149.9598,5481.366195,0,26
92.45514,1851.710555,0,36
104.9629,5843.309069,1,19
159.9476,1097.688317,0,74
222.6143,6680.274618,1,72
217.484,5857.586671,0,28
162.4526,5612.009142,1,52
92.45514,6051.500521,0,79
127.525,5929.012302,0,28
275.1336,6268.031469,1,74
162.471255,1460.513443,1,63
162.4653,5994.735404,0,48
157.4698,1826.132589,0,54
179.9476,2023.901526,0,25
172.4848,971.4767445,0,35
159.9349,5436.403424,1,85
184.9963,6691.71698,1,18
144.9607,4737.074812,0,36
172.4742,558.7166007,0,80
144.988941,951.3512058,1,56
164.9889,4713.388987,1,21
120.0035,514.2333467,1,61
104.9781,5812.078197,0,47
152.4555,4914.99202,0,33
152.4624,944.6151981,1,50
137.4392,5924.920176,1,69
159.965,5611.872408,0,44
124.9781,5690.433807,0,23
219.9902,5661.364423,1,74
242.628057,1779.049529,1,67
92.45514,5449.342554,0,71
162.5299,5234.429593,0,72
162.4526,4574.099766,1,41
162.4713,5419.934519,1,29
207.6094,4652.060129,1,29
139.9568,6127.202373,1,44
215.1591,6092.04938,1,63
147.4421,6180.330948,0,66
162.4526,5954.978524,1,49
252.624,5166.92619,1,19
162.4713,5901.269005,1,77
129.977753,1239.519501,0,18
194.9882,5230.965245,0,85
157.483594,575.2472429,0,57
112.4551,874.0562063,0,88
104.964303,1829.270014,0,49
152.495236,644.1045211,1,44
149.9621,3035.613983,1,42
174.9882,6025.961938,0,19
147.4421,1246.67277,0,27
104.9643,764.4832553,0,55
169.9447,5754.802766,1,50
127.4586,5252.240805,1,65
162.447,6021.120111,0,22
127.4601,4170.169733,0,89
127.4887,545.9811422,0,69
129.9483,6545.083981,1,40
227.475448,1258.30276,0,41
212.6557,4181.563878,1,29
159.9349,1389.232023,1,63
169.9671,4998.892491,0,33
257.6513,1790.477112,1,19
232.624,6746.608618,1,69
172.4624,1036.983336,1,87
92.45514,1213.57856,0,84
252.6378,5385.294842,1,31
174.974431,1316.239744,0,26
220.1478,5952.694963,1,84
255.1555,2057.979176,1,33
235.1372,6396.483969,1,34
182.4433,4896.176201,0,25
164.9853,2563.027756,1,46
134.9509,3246.325481,0,80
149.9621,1337.6353,1,72
192.470522,985.0943424,0,64
230.105118,1108.349605,1,76
147.4421,5908.641632,0,81
104.9643,5815.534427,0,49
149.989,4281.425931,0,65
92.5018,4226.329148,0,31
167.4847,4443.003488,1,71
177.6508,1432.135681,1,21
139.9512,5433.542284,0,62
192.4567,5330.00965,0,65
225.131966,1464.182884,1,74
162.4676,1301.182014,1,22
275.1336,6212.33447,1,31
162.4653,4794.505137,0,59
252.624,877.7033783,1,77
204.963371,2294.781131,1,69
255.119794,1882.523799,1,61
184.964681,2384.885909,0,23
252.6378,2864.553994,1,78
237.6549,1658.402714,1,41
137.4836,1091.509603,0,27
179.9794,4459.144157,0,48
142.4526,2066.602785,1,34
222.649979,3113.451696,1,66
169.9928,4953.477077,0,35
220.1615,1829.634417,1,28
149.9778,917.1665939,0,22
114.9976,3757.452448,0,67
187.656013,894.4102553,1,80
197.6288,1106.910603,1,23
147.4713,950.7941169,0,43
149.9483,5055.536874,1,52
182.49,1092.512913,0,21
147.4564,1527.978319,0,55
102.4746,5662.934771,0,35
82.49655,5598.408561,0,32
242.632554,857.6130334,1,80
207.4754,6277.222751,0,89
190.173699,2053.027319,1,20
132.466,4926.848896,1,48
157.4836,4143.62851,0,57
137.4836,5231.943657,0,55
167.4564,5873.629847,0,89
225.1457,5736.11308,1,29
265.1283,5966.47536,1,36
139.9792,5065.133843,0,35
204.9634,4563.3631,1,30
117.4686,1235.844622,0,77
129.9763,1051.602727,1,35
104.9643,4782.774479,0,71
149.9483,4732.155898,1,44
129.9483,6590.287954,1,29
95.01949,5940.981382,0,56
182.4433,1479.383716,0,37
169.992756,250.9270047,0,83
262.6106,6119.953747,1,83
174.9744,5445.434955,0,27
112.4844,5460.550342,0,72
265.1283,5114.91266,1,71
169.9378,3653.559021,0,48
172.4441,483.0491679,1,59
139.9512,5447.605945,0,53
222.6281,1602.940552,1,48
159.9642,6296.620487,1,28
207.4673,6193.937954,1,43
124.964303,1222.291008,0,55
172.4885,4981.747627,0,84
160.0122,5581.981954,0,38
182.465269,1039.252532,0,44
204.961,596.0068502,0,89
162.500692,984.2036034,0,87
149.9447,5429.192903,1,55
124.9781,5361.461661,0,33
220.1185,5322.673552,1,86
129.962093,1086.92093,1,82
255.1198,2088.717973,1,80
117.5152,5970.386278,0,67
232.641455,1111.571623,1,19
220.1149,5894.516764,1,75
227.4754,5748.202465,0,37
139.9349,6438.459484,1,27
120.0035,6293.395149,1,18
134.950905,633.9224183,0,39
149.9598,4489.267692,0,59
219.9902,5338.376401,1,73
220.1185,1761.265371,1,21
139.9678,1754.601627,1,26
149.9778,634.9659165,0,29
120.0035,6542.432114,1,24
197.484,2275.291432,0,76
207.4974,6166.675945,0,81
147.4738,1398.283635,0,39
125.0073,5228.641848,0,60
79.97886,5233.491923,0,89
155.0084,5048.669549,1,72
147.478341,1446.203986,0,24
267.6427,6297.599869,1,63
142.468917,1996.643218,0,64
124.9607,6319.838076,0,19
210.1518,6242.695434,1,43
162.4676,6608.716989,1,34
242.6281,6056.561962,1,42
104.9643,2203.565459,0,23
162.4526,4538.800188,1,53
197.5169,4549.293713,0,59
149.9598,5761.220242,0,53
174.969934,1107.882056,0,72
200.132293,1341.595521,1,35
172.457857,1973.393367,1,75
129.9598,2182.755951,0,51
124.9643,5837.932606,0,19
252.624,5305.10923,1,88
129.948316,935.5106086,1,41
190.1599,5334.978423,1,58
242.6573,5746.521769,1,73
139.99789,1292.3206,0,19
129.9778,1557.295826,0,36
149.9621,6273.914368,1,41
147.4738,4573.084997,0,32
147.4738,978.1726612,0,83
112.4844,5598.395048,0,31
137.4686,5340.455949,0,41
117.4686,1574.707587,0,44
134.980139,548.9193645,0,33
117.4858,4185.014737,1,55
220.132293,1943.761302,1,52
204.961,1687.611214,0,26
255.1198,5035.210271,1,65
235.1591,5876.124132,1,60
265.1283,922.2317794,1,54
119.95684,1763.355488,1,34
117.472,5197.781383,1,39
172.47417,2095.858312,0,63
212.6228,6210.36612,1,52
177.65076,1494.716409,1,83
194.9525,4697.742817,0,84
95.01949,1424.90105,0,75
159.964152,1264.332813,1,34
152.5104,1583.398883,0,63
242.6106,4772.225208,1,60
207.4811,6218.7988,1,81
162.4818,1058.58579,1,33
172.4441,867.6145354,1,65
117.472,3270.009915,1,50
174.958118,2193.593711,1,26
137.4392,5248.831273,1,61
129.994975,463.6509838,1,32
184.9797,1977.058574,0,50
159.9794,6479.599891,0,31
112.4551,463.9097938,0,23
225.1457,6587.881944,1,33
144.960655,641.845268,0,20
149.9778,609.9482209,0,20
165.0113,5986.22023,0,84
152.488401,1312.700259,0,83
187.642236,1054.514104,1,62
162.4827,6039.469343,0,20
137.4684,362.0020605,1,78
127.4601,6076.159311,0,36
92.45514,5681.838688,0,46
222.6362,5902.886646,1,23
160.0013,4658.564203,0,85
179.9794,5084.802228,0,79
147.4738,831.3672853,0,82
222.649979,3069.566918,1,39
172.4624,5778.552531,1,39
149.9621,1390.888939,1,43
139.9816,1419.040968,1,52
175.133074,1166.469107,1,43
104.9629,6064.179779,1,22
220.1185,6077.472038,1,37
134.9509,5061.53662,0,79
194.9768,4010.017445,1,81
162.4689,4489.316917,0,72
114.9509,5740.41201,0,79
127.495766,1630.020341,0,76
159.983,5307.208545,0,65
210.127,1093.192377,1,20
139.979239,1214.758985,0,24
245.146969,1762.075547,1,68
149.9447,6273.352469,1,25
210.1051,6417.345402,1,60
137.4836,1235.112132,0,21
139.95684,628.7420412,1,28
162.5007,3969.782146,0,87
265.1283,830.8201063,1,84
139.9979,5369.984663,0,48
182.4608,1114.196033,0,31
172.4404,5413.024984,1,55
235.1591,1114.048401,1,42
242.6106,6191.579895,1,26
149.9913,6193.00568,1,81
117.4392,1453.3619,1,58
210.127,3802.601867,1,83
129.976324,1204.678983,1,21
127.4958,5979.37126,0,50
152.4555,5934.44869,0,32
114.9658,4920.518248,0,63
139.9512,6206.957458,0,82
172.4705,6484.174701,0,42
112.4551,5731.776578,0,63
104.9643,5434.480078,0,26
124.9781,5429.739241,0,51
117.4872,5761.616471,0,86
182.447,5378.366994,0,56
255.1665,1200.461726,1,77
197.484,1468.274084,0,83
174.9699,4194.277707,0,30
129.9915,5800.854441,0,34
129.9483,5161.60863,1,76
152.457857,1768.55004,1,44
169.937833,1297.388488,0,68
102.4746,813.1772502,0,83
157.483594,908.0504522,0,31
132.479779,1524.801731,1,78
235.1417,2394.464952,1,42
175.0211,5422.798976,0,77
194.9581,6370.632284,1,44
255.1417,1792.010429,1,28
204.961,5901.372906,0,33
220.132293,1014.075999,1,35
210.1051,6376.639792,1,66
164.9853,1635.02715,1,40
107.4806,5577.385772,1,50
277.651257,2195.914801,1,83
242.6573,3888.542928,1,41
159.9805,1385.435891,0,39
184.993915,1801.182918,0,39
207.4974,1051.673689,0,42
102.4746,1003.68472,0,38
149.991327,855.939459,1,88
149.977753,751.8733285,0,62
169.9928,5645.995697,0,48
152.4952,5140.463847,1,67
159.9794,6565.889584,0,20
104.9629,5080.067605,1,21
147.4421,5718.272878,0,31
144.960655,426.0222677,0,55
200.1323,1432.922873,1,83
182.4538,552.2795704,1,54
107.4958,4157.920412,0,75
139.965,2190.039608,0,74
147.4564,889.8305751,0,66
154.975543,2947.224753,1,33
112.455141,1055.617042,0,42
207.4974,855.8268713,0,27
210.1563,4467.334158,1,79
147.5031,4823.771422,0,22
79.97886,4638.586726,0,53
202.4433,1150.220789,0,57
192.4567,5965.540287,0,26
169.974105,1333.179191,0,48
232.6228,1937.879436,1,29
137.4836,5930.301451,0,28
242.6573,5809.538819,1,27
152.455519,2764.347068,0,48
220.1185,2157.669912,1,32
194.958118,1277.521575,1,47
132.466,5440.70707,1,75
204.9797,6198.053982,0,62
187.609354,1154.39778,1,86
152.4555,5736.061108,0,55
127.511223,871.2907856,0,73
182.497,745.4775132,0,47
232.6378,1392.809918,1,88
172.487091,1979.490592,1,22
187.4847,4245.941407,1,61
117.4392,1069.152457,1,76
172.4733,5284.511287,1,24
149.984492,764.893446,0,52
139.9816,5437.952701,1,84
169.9378,843.4262718,0,46
230.1051,4940.002327,1,24
192.4404,4558.313091,1,70
162.4827,936.2693881,0,66
144.9889,6192.147248,1,48
162.497,6211.784273,0,55
79.97886,790.2154278,0,40
162.447,5946.265703,0,69
174.9744,1894.547126,0,25
104.9781,951.0274665,0,30
265.1283,1422.55591,1,56
204.9634,5042.032681,1,73
127.4783,1351.805265,0,66
134.9509,296.7260391,0,59
174.9882,4904.424094,0,58
192.4705,602.3082109,0,62
142.4526,6548.739039,1,36
114.9728,449.1682295,0,51
139.965008,1162.332926,0,47
257.651257,2113.787891,1,44
127.5112,636.617816,0,83
92.45514,2235.623805,0,64
179.9476,1143.379552,0,60
172.5034,4503.247213,0,64
187.6422,4590.372724,1,88
200.1185,1376.444987,1,20
114.9509,5185.302334,0,19
149.9621,1199.678982,1,51
197.4702,5180.245459,0,35
139.983,6022.975358,0,56
184.9634,1352.42705,1,72
