MonthlyCharge,Bandwidth_GB_Year,Age,StreamingMovies,StreamingTV
222.6792,1040.201495,32,1,1
172.4579,1686.444218,32,0,1
195.0062,1646.32071,40,0,0
162.4526,1181.038508,45,0,1
152.4555,2148.657258,51,1,0
139.9349,2221.185633,30,0,1
182.447,995.3738841,42,1,0
184.9797,2441.738277,75,1,0
197.4725,1151.98874,82,0,1
265.147,2212.360308,64,1,1
159.9476,822.7908952,66,1,0
157.4698,419.4107069,55,0,0
139.965,2089.469335,86,1,0
124.9935,880.6292606,49,0,0
144.9607,488.6462667,68,0,0
172.4441,612.0541917,23,0,1
147.5031,1149.144476,50,0,0
169.9378,1982.143037,53,1,0
220.1185,1317.291468,85,1,1
127.482,315.1395676,68,0,0
164.9647,2031.533699,80,1,0
147.4713,639.7154381,27,1,0
210.1518,1473.485303,62,1,1
174.9699,950.7410569,29,1,0
235.1591,1542.3033,40,1,1
222.65,1446.937317,67,1,1
220.1149,1553.818731,66,1,1
137.4698,1184.335827,36,0,0
242.6143,1045.435988,24,1,1
192.4885,1493.681751,89,0,0
172.4705,1531.239282,89,1,0
142.4713,2698.307074,32,0,1
149.9483,325.5857485,82,0,1
159.9942,867.3610228,55,1,0
220.1149,1853.873709,19,1,1
104.9643,812.2973605,47,0,0
179.9794,1939.097667,48,0,0
127.4887,1617.794287,72,1,0
129.9598,1253.992994,67,1,0
137.4392,1103.759867,57,0,1
147.5031,896.304005,84,0,0
139.9349,1813.71251,72,0,1
172.4567,1757.468385,36,1,0
114.9728,293.0174607,44,0,0
204.9634,1849.738644,65,0,1
107.482,1262.469988,58,0,0
172.4742,598.858359,28,1,0
179.9656,490.2102038,37,0,0
255.1417,881.9915619,26,1,1
114.9509,988.8476688,67,0,0
225.1457,2257.255977,30,1,1
162.497,1400.182241,20,0,0
210.1051,1923.446501,39,1,1
190.1737,1140.769093,78,1,1
174.9755,815.588724,79,0,1
200.1323,1432.922873,83,1,1
157.4836,1279.70353,83,0,0
210.127,970.6301192,54,1,1
117.4392,1058.643568,34,0,1
129.9621,1110.224942,76,0,1
187.656,969.0951508,59,1,1
152.4798,1427.811261,73,0,1
192.4404,571.8948363,63,0,1
144.9607,718.2708269,64,0,0
162.4818,2000.801151,30,0,1
112.4844,1649.813925,74,0,0
187.6094,2147.084163,59,1,1
257.6513,1790.477112,19,1,1
159.9794,1361.469601,60,0,0
152.5022,1436.441637,35,1,0
159.9656,1702.870167,54,0,0
230.1051,1868.995632,70,1,1
114.9838,839.5696843,68,0,0
127.4887,878.7758477,23,1,0
275.1198,1687.100467,23,1,1
184.9634,1352.42705,72,0,1
152.4884,1076.021746,50,1,0
127.482,1064.163449,31,0,0
194.9581,1505.877788,43,0,1
164.967,1444.44469,18,0,1
159.983,916.275075,25,0,0
127.4421,963.6972905,65,1,0
237.6549,2353.047822,61,1,1
112.4551,1038.379263,87,0,0
152.4555,1832.163914,62,1,0
220.1149,2168.702608,89,1,1
179.9476,2023.901526,25,1,0
172.4567,964.1421939,61,1,0
139.9875,1606.733876,28,0,0
159.9794,1163.473611,76,0,0
164.9647,1559.056164,34,1,0
157.4836,1338.084542,23,0,0
200.1185,2643.645671,24,1,1
182.4538,552.2795704,54,0,1
242.6573,2336.999053,69,1,1
139.965,1077.685443,80,1,0
169.9447,918.6663119,30,0,1
184.9785,1227.405249,54,1,0
149.9776,886.9671382,35,0,1
222.6281,1585.087297,26,1,1
222.6326,1328.874126,19,1,1
242.6106,1792.520072,73,1,1
179.9476,462.2211376,29,1,0
235.1372,1244.139414,57,1,1
262.6106,2215.644479,82,1,1
117.4872,1009.028786,32,0,0
204.9797,1382.061516,71,1,0
92.5018,505.1435902,22,0,0
212.6695,1391.330245,26,1,1
139.9349,1046.765683,76,0,1
230.1051,1122.653549,28,1,1
242.6143,868.2420268,24,1,1
162.497,1322.686843,55,0,0
129.9483,712.4768186,79,0,1
139.965,826.331106,76,1,0
182.4433,1983.907992,55,1,0
127.4601,1881.485804,73,0,0
154.9755,1588.984136,79,0,1
152.4579,1290.155524,78,0,1
134.9509,2320.785912,23,0,0
140.0013,2373.467756,49,0,0
112.4844,1068.577042,32,0,0
197.4702,1151.905186,41,1,0
129.9621,2207.805016,30,0,1
197.4702,1839.162665,37,1,0
187.6094,2392.010213,72,1,1
192.4404,1584.550026,55,0,1
137.4684,1819.57724,56,0,1
139.9512,1627.959422,43,1,0
152.5022,716.6438092,57,1,0
194.9525,1066.183659,74,1,0
174.9768,1030.224777,83,0,1
192.4705,1661.346466,43,1,0
182.49,1058.595152,52,1,0
149.9621,792.1819969,54,0,1
217.484,2083.650225,74,1,0
242.6281,1002.004764,46,1,1
132.466,2062.862632,28,0,1
147.4713,950.7941169,43,1,0
117.4392,2497.717707,20,0,1
202.4433,1572.076515,64,1,0
140.0013,1462.964796,87,0,0
162.4676,1457.580613,32,0,1
142.4713,899.976724,84,0,1
255.1198,1966.201755,88,1,1
275.1336,2596.374524,18,1,1
200.1185,2223.458561,59,1,1
200.1652,1131.789188,29,1,1
147.4738,602.6894614,50,0,0
232.6415,929.5655793,29,1,1
127.4601,1123.647592,40,0,0
194.9581,589.6405069,46,0,1
210.1051,2329.543371,54,1,1
179.9476,1742.811202,48,1,0
154.9755,2007.430866,62,0,1
182.447,750.9484926,85,1,0
222.6281,1224.80823,81,1,1
137.4686,459.9710645,60,0,0
152.5104,1610.027119,56,0,0
162.4713,2391.497324,19,0,1
169.9447,1811.777309,75,0,1
162.4713,2113.691713,82,0,1
162.4827,936.2693881,66,1,0
182.4676,1204.76304,36,0,1
119.9568,2296.853164,26,0,1
162.447,2859.041314,77,1,0
182.4833,1123.252119,19,0,0
147.4601,834.8359967,43,0,0
159.9349,1256.923905,31,0,1
164.967,1700.500703,27,0,1
194.9663,1864.932987,40,1,0
240.1149,1367.523632,36,1,1
160.0013,1507.684892,64,0,0
242.6326,1663.204506,80,1,1
200.1323,1687.301468,41,1,1
149.9447,2281.632997,32,0,1
149.9776,1115.211468,18,0,1
207.4754,2267.526558,23,1,0
172.4705,1547.513225,57,1,0
159.9656,808.7858345,76,0,0
232.6707,1045.919275,80,1,1
255.1555,864.371328,47,1,1
179.9656,1811.884356,22,0,0
252.624,662.5967184,74,1,1
112.4551,254.7465501,30,0,0
184.9785,1036.098256,33,1,0
142.4689,2062.922234,67,1,0
255.1336,2600.878739,70,1,1
190.1737,1765.073078,84,1,1
220.1323,1498.783318,39,1,1
79.97886,804.9040342,53,0,0
162.447,950.4411542,74,1,0
137.4392,587.7258611,73,0,1
147.4421,1559.752741,42,1,0
184.9853,570.4516207,64,0,1
104.9629,1406.070492,55,0,1
179.9656,485.4228279,48,0,0
127.4738,1280.53691,24,0,0
149.9378,1025.253482,62,1,0
207.4811,2913.842578,74,0,1
245.132,991.6890153,54,1,1
182.497,2227.799509,62,0,0
132.466,945.7273128,62,0,1
172.4579,1655.992508,18,0,1
242.6573,981.3822842,42,1,1
242.6326,1398.131991,67,1,1
147.4783,373.1383878,51,0,0
172.4733,1284.333326,23,0,1
155.0084,1364.293464,52,0,1
222.6143,1654.594921,63,1,1
232.6415,676.2344842,61,1,1
202.6829,1153.214047,88,1,1
222.6792,837.2614393,54,1,1
147.4421,1246.67277,27,1,0
137.4698,1364.959051,49,0,0
199.9902,1606.823213,46,0,1
152.4952,2343.988024,35,0,1
172.4705,1108.077901,58,1,0
139.9861,1307.834074,30,0,1
184.9647,1907.20649,67,1,0
167.4564,1686.417922,35,0,0
245.1283,1501.093332,79,1,1
127.4887,954.2700173,87,1,0
230.1051,1170.676993,55,1,1
139.9568,436.2297665,54,0,1
174.9768,1965.462483,72,0,1
137.4686,494.8412692,81,0,0
162.4833,1636.48816,63,0,0
179.9476,528.989098,28,1,0
182.447,961.4048126,18,1,0
167.4564,720.6519058,73,0,0
139.9792,1820.926895,76,1,0
152.466,530.0519539,20,0,1
162.4676,1466.444336,61,0,1
277.6513,1288.15613,61,1,1
194.9663,1815.26546,85,1,0
162.447,2206.253895,48,1,0
174.9768,917.029715,82,0,1
142.5007,2095.926619,24,0,0
194.9744,2231.25397,59,1,0
217.4702,1524.881001,55,1,0
202.6362,1929.992785,54,1,1
167.4564,1508.478673,82,0,0
207.4974,1117.284921,42,1,0
162.4827,1381.77131,41,1,0
124.9781,2354.102724,34,0,0
240.1149,722.2139832,34,1,1
149.9447,1619.686288,81,0,1
139.9875,1342.337702,53,0,0
112.4551,874.0562063,88,0,0
104.9643,2203.565459,23,0,0
175.1331,986.8685971,67,1,1
92.5018,1031.540479,21,0,0
162.4937,1183.503581,68,1,0
139.965,3068.956506,44,1,0
159.9656,1326.411799,47,0,0
140.0049,2005.474189,58,0,0
159.9794,1827.076857,75,0,0
82.49655,923.1400229,26,0,0
207.4754,2099.82555,30,1,0
159.9349,460.5286853,53,0,1
202.65,1589.753327,29,1,1
124.9781,296.0266799,88,0,0
252.6378,1362.782508,42,1,1
162.447,1292.032339,51,1,0
124.9607,673.250968,68,0,0
277.6375,1947.058707,46,1,1
232.6378,1136.589804,89,1,1
140.0049,530.0667964,30,0,0
159.9512,1439.925812,56,1,0
220.1478,736.3553892,31,1,1
182.4762,1863.348549,81,1,0
107.5286,476.7850753,48,0,0
255.1417,3119.385384,41,1,1
129.9621,861.7738077,87,0,1
139.9349,1584.241573,61,0,1
202.65,1756.610979,76,1,1
162.4937,924.1809843,82,1,0
172.4705,2080.564441,65,1,0
162.4982,1208.504726,40,1,0
162.5005,3042.656083,33,0,1
147.4421,935.4475784,55,1,0
114.9728,798.0189824,29,0,0
165.0182,822.9997439,82,0,1
275.1336,2765.521967,56,1,1
255.1555,1461.269401,76,1,1
162.4713,1438.002278,80,0,1
187.656,680.4074741,74,1,1
137.4872,464.4350832,18,0,0
217.4702,1483.466725,63,1,0
127.5112,831.986868,30,0,0
149.9913,650.0225046,23,0,1
164.967,965.4344564,81,0,1
197.484,2275.291432,76,1,0
137.4836,2593.650846,29,0,0
184.9647,428.5644943,88,1,0
124.9781,1759.464436,18,0,0
222.6143,1134.14173,82,1,1
139.9816,1236.291583,88,0,1
142.5007,2126.056803,63,0,0
240.1149,1024.131285,43,1,1
164.9889,336.3711095,86,0,1
194.9768,758.9886777,23,0,1
137.4686,1688.294747,18,0,0
220.1185,1761.265371,21,1,1
182.4676,793.8062657,45,0,1
179.9476,2020.896358,20,1,0
134.9509,296.7260391,59,0,0
107.4806,862.6906733,54,0,1
172.4885,1003.080929,67,0,0
149.9621,2646.099689,63,0,1
162.447,1525.81124,46,1,0
245.147,2536.53749,32,1,1
252.6378,1225.184798,38,1,1
159.9875,877.2126863,20,0,0
142.4827,2058.120961,25,1,0
184.9853,1063.793472,71,0,1
147.4421,707.2606071,41,1,0
210.138,1421.06817,64,1,1
132.4798,1715.911701,56,0,1
159.9942,834.0925038,84,1,0
184.9647,1272.863604,55,1,0
182.49,1092.512913,21,1,0
255.1665,1200.461726,77,1,1
127.4421,1069.18746,38,1,0
179.9794,1800.326325,40,0,0
202.65,1725.323883,58,1,1
119.9897,1516.686884,56,0,1
252.624,924.6142337,55,1,1
127.4421,2082.052634,45,1,0
182.4433,2329.310551,22,1,0
195.0062,1341.508482,20,0,0
187.4847,967.8404944,50,0,1
139.9678,492.0307787,63,0,1
159.9512,1289.426725,34,1,0
132.466,2609.91314,83,0,1
127.4586,968.8124201,62,0,1
149.9483,964.5339675,60,0,1
194.9663,1406.140722,18,1,0
154.9618,1495.619695,19,0,1
120.0035,1034.133433,25,0,1
127.4421,1108.726166,35,1,0
172.4555,761.9139877,55,1,0
220.1615,1686.732783,25,1,1
147.4783,2047.373281,66,0,0
79.97886,1244.129071,82,0,0
164.9785,1395.575443,23,1,0
172.4579,981.2775952,42,0,1
257.6549,2074.948906,66,1,1
184.967,601.2192303,86,0,1
147.4601,532.1499344,73,0,0
117.472,542.7248776,43,0,1
240.1149,1133.808688,83,1,1
174.9882,2540.062525,72,1,0
217.484,714.7114049,38,1,0
184.9797,2258.203171,76,1,0
169.9741,1119.402193,79,0,0
129.9763,1214.354546,38,0,1
147.4421,1429.845787,51,1,0
149.9598,1150.114958,68,1,0
192.4705,1544.180199,65,1,0
152.4579,944.8425929,77,0,1
182.4653,518.7305953,39,1,0
159.9656,617.6429974,73,0,0
220.1615,1581.59431,51,1,1
182.49,1146.502548,78,1,0
105.011,155.5067148,66,0,0
232.6415,1021.747631,38,1,1
104.9629,374.332233,47,0,1
152.509,1170.830123,53,0,1
194.9663,1667.732624,59,1,0
165.0113,2047.681612,20,1,0
174.9755,2790.931185,38,0,1
169.9378,1620.352713,81,1,0
172.4733,1193.771492,43,0,1
207.4811,730.8534585,37,0,1
182.49,1176.899402,30,1,0
162.4653,1076.138741,19,1,0
124.9643,868.8224639,82,0,0
172.4871,977.9373731,31,0,1
159.965,1245.735579,30,1,0
245.1612,1042.042108,37,1,1
194.9744,438.8374341,84,1,0
255.1336,2017.913692,64,1,1
117.4872,1197.872957,53,0,0
265.1283,922.2317794,54,1,1
127.5067,723.6126048,35,0,0
137.4684,909.0225293,25,0,1
139.9678,839.1770355,49,0,1
192.4885,1262.191241,55,0,0
199.9902,2884.562817,64,0,1
147.4421,1438.080654,76,1,0
104.9629,807.0176026,84,0,1
210.127,818.8755109,63,1,1
207.6094,1738.296024,51,1,1
232.6228,1107.738951,74,1,1
197.4945,1696.96925,76,0,1
127.475,825.6485531,72,1,0
127.4421,1087.358783,81,1,0
252.6378,1322.914498,60,1,1
152.466,1318.102379,24,0,1
232.6415,998.0643375,45,1,1
132.466,1718.405985,64,0,1
204.9634,1836.91871,72,0,1
210.1518,2083.424243,28,1,1
230.1051,1332.732935,27,1,1
267.6647,1636.428296,60,1,1
222.65,1158.10468,77,1,1
169.9447,1169.714886,18,0,1
242.6143,1369.012136,53,1,1
172.4624,387.3140839,81,0,1
162.4653,1810.906541,21,1,0
149.9447,1425.150573,37,0,1
149.9915,631.6069096,21,0,0
172.4705,1601.994832,45,1,0
204.9797,895.0975786,50,1,0
157.4698,223.4765826,30,0,0
157.4698,1221.300132,48,0,0
217.4725,731.2638925,61,0,1
207.6386,2150.497966,33,1,1
147.4564,1732.048832,87,0,0
149.9915,540.3210772,29,0,0
179.9476,904.6029537,34,1,0
192.4567,649.075085,47,1,0
172.4579,1204.289565,52,0,1
232.652,2274.334534,46,1,1
119.9568,1711.957507,82,0,1
92.45514,1287.261282,73,0,0
197.4702,1813.141473,75,1,0
169.9741,1326.083123,50,0,0
164.9853,2037.009094,22,0,1
169.9378,663.9805561,74,1,0
172.4567,2615.909854,83,1,0
182.4433,1598.041286,33,1,0
127.4783,2030.890872,87,0,0
120.0035,1595.672481,36,0,1
137.4684,1461.63528,32,0,1
124.9935,452.390983,33,0,0
184.967,1594.517874,89,0,1
139.983,1165.890091,86,0,0
210.138,2087.462333,88,1,1
172.4579,733.0960018,50,0,1
227.4754,694.2731917,47,1,0
132.466,1290.636519,78,0,1
127.4601,2166.207365,59,0,0
102.4746,655.1704765,49,0,0
139.9979,1989.74777,79,1,0
152.4441,1795.595369,56,0,1
267.6647,2210.449566,27,1,1
172.4555,673.8697136,83,1,0
159.9875,602.0049206,82,0,0
182.447,1357.88248,52,1,0
130.0064,380.7812664,66,1,0
172.4885,1838.415776,82,0,0
139.9678,991.6943982,83,0,1
149.9741,1313.391104,19,0,0
265.147,1018.286618,34,1,1
117.4392,1069.152457,76,0,1
127.4887,921.8193418,50,1,0
242.6281,1387.096942,36,1,1
202.6362,1481.311788,26,1,1
200.1185,1376.444987,20,1,1
210.127,1215.186143,56,1,1
124.9781,1131.849487,50,0,0
149.9928,993.4525617,37,0,0
124.9935,1404.351494,57,0,0
119.9897,1283.330518,34,0,1
265.1283,1186.556596,34,1,1
214.9525,1325.414246,34,1,0
162.4689,1864.692477,40,1,0
147.5031,1078.756333,52,0,0
150.0208,1501.37548,60,0,0
174.991,945.3922235,48,0,1
172.4733,702.1831409,27,0,1
149.9778,458.1425479,83,0,0
137.4872,1271.791514,74,0,0
220.1615,1829.634417,28,1,1
184.9797,1977.058574,50,1,0
230.1051,1152.27854,80,1,1
222.65,1057.31768,50,1,1
149.989,670.3465702,81,1,0
192.4404,1538.887965,21,0,1
142.4526,1322.429941,55,0,1
152.466,1167.924948,64,0,1
255.1555,1380.765825,68,1,1
172.4555,675.3184526,47,1,0
159.9805,472.1439723,50,1,0
235.1591,1114.048401,42,1,1
117.472,962.301603,85,0,1
172.4441,1593.966861,49,0,1
230.1051,885.0263451,83,1,1
184.9853,1418.813901,87,0,1
124.9781,1185.107111,65,0,0
152.4884,1072.186545,76,1,0
190.1599,1161.691491,56,1,1
164.967,1206.589518,60,0,1
174.9768,2588.430434,45,0,1
232.6228,1983.300598,18,1,1
169.9447,1323.764927,32,0,1
112.4551,463.9097938,23,0,0
220.1185,2794.920011,55,1,1
220.1149,2181.086069,20,1,1
152.4742,1993.401196,67,1,0
157.4698,867.8924387,61,0,0
225.132,1540.445045,76,1,1
164.9889,1064.595704,84,0,1
207.6386,935.8715835,24,1,1
222.6654,1014.955092,55,1,1
159.9794,1603.711289,66,0,0
169.9671,1580.727843,25,1,0
204.9496,1264.373724,37,0,1
245.1612,1151.054935,65,1,1
169.9447,447.1773574,73,0,1
182.49,1301.393401,79,1,0
212.6228,1227.924743,34,1,1
137.4836,2060.606368,45,0,0
204.9797,752.2906635,34,1,0
262.6106,1432.224687,39,1,1
129.9598,1607.273001,36,1,0
162.4538,1667.506374,21,0,1
152.4555,1837.760704,49,1,0
192.4885,722.5123131,86,0,0
139.9568,756.3419475,55,0,1
194.9992,1240.679237,64,1,0
139.9512,1745.07852,76,1,0
210.138,1276.902314,84,1,1
95.01949,794.1801028,18,0,0
149.9447,1195.475034,34,0,1
159.9349,1215.994181,30,0,1
192.4567,939.6683701,39,1,0
127.4887,1063.884067,62,1,0
255.1336,2528.759994,43,1,1
92.45514,1844.526573,55,0,0
179.9476,1952.410832,36,1,0
147.4564,1076.991137,21,0,0
169.9447,765.1823242,77,0,1
149.9776,1498.93018,52,0,1
137.4836,1091.509603,27,0,0
237.6549,1658.402714,41,1,1
137.4872,2004.460047,55,0,0
107.5286,1520.458929,70,0,0
137.4686,924.5326675,25,0,0
137.4872,1756.84915,40,0,0
127.4887,1406.307337,41,1,0
114.9658,1398.161322,32,1,0
222.6362,2192.448535,27,1,1
187.656,1750.253059,72,1,1
174.9768,1303.89059,83,0,1
235.1417,1439.765003,61,1,1
184.9647,1410.343155,33,1,0
147.4421,1103.016586,82,1,0
174.9755,1282.323667,42,0,1
214.9663,1548.154792,49,1,0
147.4564,1212.659466,33,0,0
95.01949,1488.056133,21,0,0
227.4754,1137.782472,48,1,0
169.9671,1393.130581,82,1,0
152.4798,1263.915496,72,0,1
252.6378,1489.056859,18,1,1
182.4608,2320.769374,38,1,0
219.9902,1254.859385,65,0,1
107.482,1104.543998,32,0,0
139.9816,1596.175795,46,0,1
149.9483,764.0244287,51,0,1
127.4586,1722.032536,70,0,1
220.1185,1493.782205,45,1,1
217.4725,1962.047024,22,0,1
195.0062,768.7084381,64,0,0
159.9349,719.7798137,54,0,1
230.1051,1308.7086,89,1,1
92.45514,709.6900125,73,0,0
164.9647,1221.36675,29,1,0
199.9902,2517.584249,20,0,1
245.175,1704.872057,67,1,1
127.4958,1932.26875,44,0,0
182.4538,1174.54568,24,0,1
194.9699,581.9611419,88,1,0
167.4564,1810.474782,80,0,0
174.9581,1821.752133,44,0,1
127.4601,917.5571323,18,0,0
147.4564,863.6296514,30,0,0
177.4876,948.6927365,78,1,0
204.9797,1412.381474,60,1,0
219.9902,946.5642973,56,0,1
124.9607,1663.235204,31,0,0
194.9663,860.4509841,77,1,0
204.9634,2380.995294,30,0,1
152.5022,859.2099751,73,1,0
194.9744,1209.038145,49,1,0
157.4836,2149.727449,63,0,0
245.147,1860.127661,74,1,1
117.4835,822.5599233,39,1,0
174.9755,792.3707277,83,0,1
149.9621,3035.613983,42,0,1
212.6415,1875.734695,85,1,1
159.965,577.1681107,39,1,0
114.9728,905.0282527,27,0,0
192.4705,1752.536989,29,1,0
147.4893,678.2257258,35,0,0
162.4608,1908.654798,35,1,0
159.983,1163.07255,32,0,0
222.6143,1776.804483,70,1,1
184.9797,1822.961538,76,1,0
169.9378,1599.005155,32,1,0
152.4742,1705.874036,58,1,0
245.1457,1501.794265,34,1,1
147.4783,1414.219141,56,0,0
149.9707,797.0949032,72,1,0
242.6143,1567.299499,59,1,1
194.9744,901.8396595,87,1,0
197.4876,1380.469032,25,1,0
125.0073,2275.551071,74,0,0
162.497,2138.11032,44,0,0
129.9778,1305.921354,63,0,0
124.9781,888.4950848,23,0,0
182.497,1256.45775,63,0,0
184.9963,1262.417547,22,0,1
117.4686,1574.707587,44,0,0
107.4806,1108.368947,51,0,1
172.5104,812.928535,47,0,0
149.9776,901.932094,62,0,1
169.9378,756.9340947,27,1,0
127.4601,1651.037252,46,0,0
210.1051,2052.656051,79,1,1
182.4608,1114.196033,31,1,0
152.5104,924.895642,74,0,0
92.5018,1294.950837,18,0,0
139.9512,1209.707399,55,1,0
162.4608,877.1087708,75,1,0
137.5165,1207.830056,40,0,0
149.9483,505.5009987,53,0,1
104.9781,1636.905029,56,0,0
124.9607,1180.763502,22,0,0
147.4893,1010.291341,89,0,0
172.4742,1168.630192,57,1,0
124.9781,848.1445109,38,0,0
137.4836,792.9175185,46,0,0
182.4676,885.4473166,38,0,1
245.147,1389.833754,24,1,1
230.1344,900.0678019,54,1,1
232.6415,1423.721197,69,1,1
207.6094,1911.199623,70,1,1
137.4836,1967.228079,79,0,0
127.4887,1087.694968,44,1,0
265.147,1851.332322,63,1,1
112.4551,576.1637573,84,0,0
164.9889,779.2981636,76,0,1
174.9755,1318.670361,67,0,1
162.4538,1233.655272,29,0,1
265.1283,830.8201063,84,1,1
162.4653,1927.327764,26,1,0
159.9794,1075.372195,29,0,0
220.1149,1934.182617,38,1,1
152.4624,1059.664803,20,0,1
162.4818,1364.913066,31,0,1
139.983,1622.06829,46,0,0
235.1372,1374.762505,59,1,1
162.5005,1259.881706,25,0,1
174.9919,755.0711809,27,1,0
225.1786,1153.07333,77,1,1
164.9853,1429.709066,46,0,1
242.6281,1021.343044,22,1,1
245.1457,922.5780039,31,1,1
255.1198,2088.717973,80,1,1
149.9915,2105.676837,85,0,0
169.9378,856.755649,72,1,0
169.9928,444.2368102,25,0,0
149.9845,889.2239784,82,1,0
117.4686,690.1873853,89,0,0
182.4653,910.135775,65,1,0
255.1336,1965.90329,39,1,1
192.4567,1071.697033,71,1,0
174.9882,1330.308571,68,1,0
210.1518,1277.067543,70,1,1
114.9658,1355.025651,75,1,0
182.4653,2371.07361,28,1,0
124.9607,929.0075954,60,0,0
137.4684,1847.394712,28,0,1
149.9621,585.3561113,26,0,1
104.9781,1738.801627,18,0,0
222.6362,2353.339235,69,1,1
262.6106,1221.605576,64,1,1
149.9598,492.3321314,53,1,0
200.1323,2733.904187,82,1,1
132.466,2382.03067,22,0,1
159.9512,499.02956,39,1,0
187.656,2035.111954,67,1,1
162.4526,1209.751161,19,0,1
182.4433,1968.083882,36,1,0
184.9647,943.8571029,89,1,0
275.1336,2044.80443,80,1,1
232.6378,2515.478194,51,1,1
159.9349,721.66293,32,0,1
172.4441,867.6145354,65,0,1
127.4783,1177.477272,35,0,0
222.6143,2304.085004,36,1,1
252.6378,1282.858382,54,1,1
217.4725,589.198137,78,0,1
210.127,973.9939163,82,1,1
172.5104,456.0822503,61,0,0
212.6415,1214.128652,61,1,1
117.4858,1182.278269,83,0,1
187.656,1183.25467,61,1,1
267.6427,1990.707874,73,1,1
137.4684,1600.603183,33,0,1
137.4836,768.6735365,49,0,0
172.4885,2120.765903,38,0,0
232.6707,2483.369395,27,1,1
124.9643,628.7093519,23,0,0
202.4433,1540.003272,82,1,0
115.0021,1391.452254,27,0,0
79.97886,301.5746797,58,0,0
257.6375,1900.983013,21,1,1
137.4698,1109.320307,57,0,0
159.965,1669.627909,41,1,0
164.967,1343.619348,63,0,1
245.1283,1818.572601,42,1,1
212.6228,2397.112902,62,1,1
117.4858,680.4044234,66,0,1
152.4624,1530.742396,29,0,1
169.9447,381.1393824,75,0,1
112.4844,1247.347617,20,0,0
169.9671,2722.383309,19,1,0
202.4433,1150.220789,57,1,0
174.9919,727.8878928,72,1,0
200.1323,1860.602438,80,1,1
127.475,1554.131756,25,1,0
147.4783,787.3445005,62,0,0
162.4538,1069.09373,43,0,1
144.9607,919.239022,89,0,0
162.4526,1287.535911,28,0,1
192.4567,553.9352596,19,1,0
222.65,1248.474574,68,1,1
149.9598,1081.123619,63,1,0
162.4676,1768.733372,31,0,1
152.4742,2196.280451,55,1,0
169.9378,1136.966259,21,1,0
172.4567,1078.288288,59,1,0
197.4725,1091.519949,40,0,1
159.9476,782.6074848,86,1,0
232.6228,1388.043021,23,1,1
124.9935,397.7861758,89,0,0
149.9483,1099.299416,24,0,1
129.9621,1459.309498,19,0,1
140.0049,1077.205282,75,0,0
92.45514,2235.623805,64,0,0
267.6427,3080.29312,23,1,1
107.4958,912.2540105,86,0,0
162.4608,2233.112834,44,1,0
94.97283,1189.368234,74,0,0
147.4713,1292.562403,25,1,0
204.9496,793.3207298,37,0,1
210.127,1093.192377,20,1,1
105.011,1002.360533,62,0,0
137.4872,1968.304495,23,0,0
182.4433,1587.727149,64,1,0
152.4624,2123.824956,69,0,1
192.4404,882.4522754,76,0,1
179.9794,1128.898886,75,0,0
182.49,1171.237442,50,1,0
187.6094,1271.632278,55,1,1
172.5034,438.8951303,60,1,0
167.4564,573.5316869,76,0,0
124.9607,599.8774496,71,0,0
149.9378,1403.833391,31,1,0
187.6094,1728.999287,28,1,1
182.497,891.9183387,63,0,0
139.9512,877.5328489,59,1,0
162.4689,1708.202326,86,1,0
167.4564,1383.430229,85,0,0
127.525,1859.777405,65,0,0
159.9476,820.0487803,53,1,0
222.6143,2541.621959,26,1,1
129.9778,2561.675396,75,0,0
242.6106,1264.000346,74,1,1
172.4579,1373.225547,43,0,1
225.1457,2083.35956,44,1,1
129.9598,1301.156073,45,1,0
184.967,827.0229817,39,0,1
162.4689,582.9171773,69,1,0
204.961,596.5947713,54,1,0
132.466,1628.254726,18,0,1
245.147,1822.362908,22,1,1
220.1185,893.3552968,84,1,1
117.4686,1290.286524,54,0,0
222.6143,1494.533376,53,1,1
235.1591,763.5474617,71,1,1
184.9634,1110.767158,50,0,1
172.4555,583.6805521,24,1,0
147.4738,871.198033,43,0,0
287.6427,1329.56935,45,1,1
245.147,1839.782656,37,1,1
255.1417,1318.027865,69,1,1
149.9845,1023.685781,74,1,0
187.4974,2429.379449,87,1,0
222.6143,1559.647223,42,1,1
177.6508,921.6983239,26,1,1
127.4783,1024.393039,18,0,0
210.1051,1774.439822,86,1,1
169.9741,1279.680473,42,0,0
139.965,1117.651858,22,1,0
120.0049,966.7789453,27,0,0
162.4982,978.4083285,63,1,0
192.4885,776.2140464,79,0,0
152.4798,1158.054054,64,0,1
159.9794,1482.48061,85,0,0
172.4555,965.039948,21,1,0
137.4836,1613.670166,22,0,0
127.4958,1181.546499,42,0,0
152.4798,604.9488487,74,0,1
197.4725,1708.507227,32,0,1
172.5104,826.2618071,58,0,0
137.4392,607.6047155,74,0,1
134.9509,487.9567265,39,0,0
287.6427,992.9856288,86,1,1
190.127,1621.897996,35,1,1
219.9902,848.4406611,59,0,1
240.1149,908.2440178,19,1,1
139.9568,1497.60783,63,0,1
107.4806,406.0999161,87,0,1
172.5104,769.9868737,37,0,0
197.4725,2025.467869,87,0,1
174.991,1045.674943,46,0,1
129.9621,1522.674203,24,0,1
139.9568,1035.265621,59,0,1
187.4673,2796.815399,40,0,1
175.0048,1502.652508,21,0,1
204.9797,679.9648888,23,1,0
