MonthlyCharge,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
169.967067,0,0,1,1,0,1,0,0,0,1
137.439154,1,1,1,0,0,0,0,0,1,0
114.972827,1,1,1,0,1,0,0,0,0,0
149.977753,0,0,1,0,1,1,0,1,0,0
190.12704,1,0,1,0,1,0,0,0,1,1
174.961766,0,1,1,0,1,1,0,1,1,0
162.511928,1,0,1,1,1,0,1,0,0,1
104.962874,0,0,1,0,0,0,0,0,1,0
174.958118,0,0,1,1,1,1,0,0,1,0
252.62403,0,0,1,1,0,0,0,1,1,1
157.483594,1,0,0,1,0,0,1,0,0,0
127.488728,1,1,1,0,0,0,1,0,0,1
275.119794,1,1,1,1,0,1,0,1,1,1
159.994242,0,0,1,1,0,0,1,0,0,1
172.503404,0,0,1,1,0,0,1,1,0,1
212.641455,1,0,1,0,0,0,1,1,1,1
204.963371,1,1,1,1,0,1,1,0,1,0
169.992756,1,0,1,1,0,0,1,1,0,0
172.470522,1,0,1,1,0,0,1,0,0,1
162.482694,1,0,1,0,1,0,1,0,0,1
124.97808,0,1,1,0,0,0,1,0,0,0
207.49737,0,1,1,1,1,0,1,1,0,1
179.947583,0,0,1,1,0,0,0,0,0,1
139.95684,0,0,0,0,1,0,0,0,1,0
182.483267,1,1,0,1,1,1,0,1,0,0
235.137219,0,0,1,0,0,1,1,1,1,1
200.132293,0,0,1,0,0,0,1,0,1,1
162.497044,1,0,1,1,1,1,1,0,0,0
175.133074,0,0,1,0,0,0,0,0,1,1
172.457857,0,0,1,0,0,1,1,0,1,0
149.944668,0,1,1,1,0,0,0,0,1,0
162.460772,1,0,1,0,0,1,1,0,0,1
79.978861,0,0,1,0,0,0,0,0,0,0
194.976769,1,0,1,1,0,0,1,1,1,0
152.457857,1,0,1,0,0,1,1,0,1,0
117.472036,0,0,1,0,0,0,0,1,1,0
242.657291,0,1,0,1,0,1,1,0,1,1
94.972827,1,0,0,0,1,0,0,0,0,0
182.490006,1,1,1,1,0,1,1,0,0,1
95.005709,1,1,1,0,1,0,0,1,0,0
127.442069,1,1,1,0,0,0,0,0,0,1
152.495236,0,0,1,1,1,0,0,1,1,0
149.99153,1,0,1,0,1,1,1,0,0,0
127.458638,0,0,1,0,0,1,0,0,1,0
210.151777,0,0,1,0,0,1,1,0,1,1
144.960655,0,0,1,1,0,0,0,0,0,0
197.494455,0,0,1,1,1,0,1,1,1,0
182.467607,0,0,1,1,0,0,1,0,1,0
140.004928,1,0,1,0,1,0,1,1,0,0
124.993537,1,0,1,1,0,0,0,1,0,0
245.145743,0,1,1,0,1,1,1,0,1,1
232.622804,0,0,1,0,1,1,0,0,1,1
172.462354,1,0,1,1,1,0,0,0,1,0
137.497825,0,0,0,1,1,1,0,0,0,0
162.467607,1,0,1,1,0,0,1,0,1,0
172.470522,1,0,1,1,0,0,1,0,0,1
164.971516,1,0,1,1,1,0,0,1,1,0
159.965581,1,0,1,1,0,1,0,1,0,0
232.637807,1,0,1,1,0,0,1,0,1,1
172.510442,1,0,0,1,1,0,1,1,0,0
159.965008,0,1,1,0,0,0,1,0,0,1
172.47417,1,0,1,0,0,0,1,1,0,1
169.967067,0,1,1,1,0,1,0,0,0,1
174.988208,1,0,1,1,1,0,1,0,0,1
147.503078,0,0,1,1,0,1,1,0,0,0
124.960655,0,0,1,1,0,0,0,0,0,0
265.128318,0,1,0,1,1,1,0,0,1,1
169.944668,1,0,1,1,0,0,0,0,1,0
182.467607,1,1,1,1,0,0,1,0,1,0
137.487242,0,0,1,0,0,0,1,1,0,0
202.649979,0,1,0,0,1,0,1,0,1,1
225.145743,1,1,0,0,1,1,1,0,1,1
255.119794,1,1,1,1,0,1,0,1,1,1
159.983006,0,0,1,0,0,1,1,1,0,0
184.963371,1,0,0,1,0,1,1,0,1,0
159.965008,0,0,1,0,0,0,1,0,0,1
265.146969,0,0,1,1,0,0,1,1,1,1
152.462354,1,0,1,1,1,0,0,0,1,0
142.500692,1,1,1,0,1,1,1,1,0,0
204.961033,1,0,0,1,1,1,0,0,0,1
164.988941,0,0,1,0,1,0,1,1,1,0
127.506726,0,0,1,0,0,1,1,1,0,0
124.97808,0,0,0,0,0,0,1,0,0,0
127.473844,0,0,0,0,0,1,1,0,0,0
137.487242,1,0,1,0,0,0,1,1,0,0
202.649979,0,1,1,0,1,0,1,0,1,1
230.134352,1,1,1,1,0,1,0,0,1,1
187.609354,0,0,1,0,0,0,0,0,1,1
137.487242,0,0,1,0,0,0,1,1,0,0
212.669463,0,0,1,0,1,1,1,0,1,1
114.983787,0,0,1,0,0,1,0,1,0,0
175.133074,0,1,1,0,0,0,0,0,1,1
172.457857,0,1,1,0,0,1,1,0,1,0
277.63748,1,0,1,1,1,1,0,1,1,1
187.609354,0,0,1,0,0,0,0,0,1,1
159.951231,0,0,1,0,0,0,0,1,0,1
102.474625,1,0,1,0,0,1,0,0,0,0
229.993134,0,1,1,1,1,1,1,1,0,1
162.460772,0,0,1,0,0,1,1,0,0,1
139.983006,1,0,1,0,0,1,1,1,0,0
92.455141,1,0,1,0,0,0,0,0,0,0
222.628057,0,0,1,0,0,1,1,0,1,1
247.664655,1,0,1,1,1,0,1,1,1,1
162.45383,0,0,1,1,0,0,0,1,1,0
207.609354,1,0,1,0,0,0,0,0,1,1
172.470522,1,0,1,1,0,0,1,0,0,1
137.461553,0,1,1,0,0,1,0,0,0,1
169.967067,0,1,1,1,0,1,0,0,0,1
240.114868,1,1,1,1,0,0,0,0,1,1
164.978458,0,0,1,0,1,1,1,0,0,1
184.978458,1,1,1,0,1,1,1,0,0,1
204.979684,0,1,1,1,0,0,1,1,0,1
149.97755,0,0,1,1,0,0,0,1,1,0
164.971516,1,0,1,1,1,0,0,1,1,0
129.977753,0,0,1,0,1,1,0,1,0,0
169.967067,1,0,1,1,0,1,0,0,0,1
184.963371,1,1,1,1,0,1,1,0,1,0
152.479779,1,0,1,0,1,0,1,0,1,0
179.947583,0,0,1,1,0,0,0,0,0,1
162.465269,1,1,1,1,1,0,0,0,0,1
119.95684,0,0,1,0,1,0,0,0,1,0
169.937833,1,1,1,0,0,1,0,0,0,1
174.975543,1,0,1,0,1,1,1,0,1,0
192.440432,0,0,1,1,0,1,0,0,1,0
147.460067,0,0,1,0,0,1,0,1,0,0
142.515576,1,0,1,0,1,0,1,1,0,1
255.155493,0,1,1,1,1,0,1,0,1,1
182.446995,1,1,1,0,0,1,0,1,0,1
182.467607,0,1,1,1,0,0,1,0,1,0
185.007692,1,0,1,1,1,1,1,0,0,1
199.990219,0,0,1,1,1,1,1,1,1,0
119.989722,0,1,0,0,1,0,0,1,1,0
174.958118,1,0,1,1,1,1,0,0,1,0
275.133571,0,0,1,1,0,1,1,0,1,1
217.472533,1,1,1,1,0,1,1,1,1,0
150.0208,1,0,1,1,1,1,1,0,0,0
242.6573,1,1,1,1,0,1,1,0,1,1
204.961,0,1,1,1,1,1,0,0,0,1
139.9568,1,0,1,0,1,0,0,0,1,0
129.9915,1,1,1,0,1,1,1,0,0,0
242.6326,1,0,1,1,1,0,0,0,1,1
144.9607,0,0,1,1,0,0,0,0,0,0
275.1336,0,1,1,1,0,1,1,0,1,1
235.1372,0,1,0,0,0,1,1,1,1,1
177.4945,0,0,1,1,1,0,1,1,1,0
139.965,0,1,1,0,0,0,1,0,0,1
162.4608,0,0,1,0,0,1,1,0,0,1
130.0064,0,0,0,0,1,0,1,0,0,1
172.4579,1,1,0,0,0,1,1,0,1,0
169.9378,1,0,1,0,0,1,0,0,0,1
184.9634,1,0,1,1,0,1,1,0,1,0
172.4885,1,1,1,1,0,1,1,1,0,0
245.1457,1,0,1,0,1,1,1,0,1,1
230.1051,1,0,0,0,0,1,0,0,1,1
252.624,0,1,1,1,0,0,0,1,1,1
192.4567,1,0,1,1,0,0,0,1,0,1
117.4392,1,1,1,0,0,0,0,0,1,0
172.4404,1,0,1,1,0,1,0,0,1,0
162.4608,0,0,1,0,0,1,1,0,0,1
139.9816,1,1,1,0,0,1,1,0,1,0
104.9781,1,0,1,0,0,0,1,0,0,0
232.6378,0,1,1,1,0,0,1,0,1,1
137.4836,0,0,0,1,0,0,1,0,0,0
167.4847,0,0,1,0,1,1,1,1,1,0
275.1336,1,1,1,1,0,1,1,0,1,1
132.4798,0,1,1,0,1,0,1,0,1,0
169.9447,1,0,1,1,0,0,0,0,1,0
104.9643,1,1,1,0,0,0,0,1,0,0
114.9728,0,0,1,0,1,0,0,0,0,0
159.965,1,0,0,0,0,0,1,0,0,1
149.9378,1,0,1,0,0,1,0,0,0,1
152.509,1,0,1,1,1,0,1,0,1,0
149.9447,1,1,1,1,0,0,0,0,1,0
212.6557,1,1,1,0,1,1,0,1,1,1
104.9629,0,0,1,0,0,0,0,0,1,0
172.4579,0,0,1,0,0,1,1,0,1,0
159.9349,1,0,1,0,0,1,0,0,1,0
144.9607,1,0,1,1,0,0,0,0,0,0
277.6513,1,0,0,1,1,1,1,0,1,1
159.9656,1,0,1,1,0,1,0,1,0,0
242.6143,0,0,1,0,0,1,0,1,1,1
160.0013,1,0,1,1,1,0,1,0,0,0
174.9755,1,1,1,0,1,1,1,0,1,0
152.4742,1,0,0,0,0,0,1,1,0,1
117.4392,1,0,1,0,0,0,0,0,1,0
230.1051,0,0,1,0,0,1,0,0,1,1
172.4567,0,1,0,1,0,0,0,1,0,1
152.4798,1,1,1,0,1,0,1,0,1,0
242.6106,1,1,1,1,0,1,0,0,1,1
149.9776,1,0,1,1,0,0,0,1,1,0
192.4404,1,0,1,1,0,1,0,0,1,0
117.4858,0,0,1,0,0,0,1,0,1,0
127.4601,0,0,1,0,0,1,0,1,0,0
107.4806,1,1,1,0,1,0,0,0,1,0
102.4746,0,1,1,0,0,1,0,0,0,0
232.624,0,0,1,1,0,0,0,1,1,1
222.6281,1,1,1,0,0,1,1,0,1,1
214.9663,0,0,1,1,0,1,1,0,0,1
127.4421,0,1,1,0,0,0,0,0,0,1
139.9816,0,1,1,0,0,1,1,0,1,0
172.4624,1,0,1,1,1,0,0,0,1,0
257.6513,0,0,1,1,1,1,1,0,1,1
169.9447,0,0,1,1,0,0,0,0,1,0
172.4579,1,0,1,0,0,1,1,0,1,0
172.4624,0,0,1,1,1,0,0,0,1,0
142.4526,1,0,1,0,1,1,0,0,1,0
207.6386,0,1,0,1,0,0,0,0,1,1
124.9781,1,1,1,0,0,0,1,0,0,0
169.9378,0,1,1,0,0,1,0,0,0,1
149.9598,1,0,1,0,1,0,0,0,0,1
117.4872,0,0,1,0,0,0,1,1,0,0
184.9853,0,0,1,1,1,0,1,0,1,0
92.5018,1,1,1,0,0,0,1,0,0,0
252.624,1,0,1,1,0,0,0,1,1,1
114.9838,1,1,1,0,0,1,0,1,0,0
220.1323,1,0,1,0,0,0,1,0,1,1
194.9663,1,0,1,1,0,1,1,0,0,1
137.4392,1,0,1,0,0,0,0,0,1,0
200.1652,0,0,1,0,0,0,1,1,1,1
162.4827,1,0,1,0,1,0,1,0,0,1
129.9778,1,0,1,0,1,1,0,1,0,0
149.9447,1,0,1,1,0,0,0,0,1,0
194.9744,0,0,1,1,1,0,0,1,0,1
152.5104,0,1,0,1,1,0,1,1,0,0
240.1149,1,0,1,1,0,0,0,0,1,1
147.4564,0,0,1,1,0,1,0,0,0,0
192.4705,0,0,1,1,0,0,1,0,0,1
104.9781,0,0,1,0,0,0,1,0,0,0
192.4404,0,0,1,1,0,1,0,0,1,0
117.4858,1,1,1,0,0,0,1,0,1,0
152.4624,1,0,1,1,1,0,0,0,1,0
230.1051,0,0,1,0,0,1,0,0,1,1
172.4705,1,0,0,1,0,0,1,0,0,1
232.6378,0,0,1,1,0,0,1,0,1,1
217.484,0,0,1,1,1,1,1,0,0,1
164.9785,0,0,1,0,1,1,1,0,0,1
172.5104,0,0,1,1,1,0,1,1,0,0
159.9642,1,0,1,1,0,1,0,0,1,0
139.9678,1,0,1,0,0,1,0,1,1,0
127.4421,1,1,1,0,0,0,0,0,0,1
240.1149,1,0,0,1,0,0,0,0,1,1
202.4433,1,0,1,1,0,1,0,0,0,1
107.4958,0,0,1,0,1,0,1,0,0,0
172.4871,0,0,1,1,0,1,1,0,1,0
137.4684,0,1,1,1,0,0,0,0,1,0
142.4526,1,0,1,0,1,1,0,0,1,0
232.6378,1,1,1,1,0,0,1,0,1,1
172.4441,0,0,1,0,0,1,0,1,1,0
242.6143,0,1,1,0,0,1,0,1,1,1
220.1478,1,0,1,1,0,0,0,1,1,1
159.9942,1,0,0,1,0,0,1,0,0,1
174.991,0,0,1,1,1,1,0,1,1,0
252.6378,0,0,1,1,0,0,1,0,1,1
197.6288,1,0,1,0,0,1,0,0,1,1
174.9768,1,0,1,1,0,0,1,1,1,0
242.6326,1,1,1,1,1,0,0,0,1,1
182.4538,1,1,1,1,0,0,0,1,1,0
104.9643,1,0,1,0,0,0,0,1,0,0
210.127,0,0,1,0,1,0,0,0,1,1
92.45514,1,0,1,0,0,0,0,0,0,0
134.9509,0,0,0,0,0,1,0,0,0,0
172.4441,1,0,0,0,0,1,0,1,1,0
237.6549,0,1,0,0,1,1,1,1,1,1
207.4673,0,0,1,1,1,1,0,1,1,0
159.965,1,0,1,0,0,0,1,0,0,1
192.4404,0,0,1,1,0,1,0,0,1,0
277.6375,1,0,1,1,1,1,0,1,1,1
149.9447,0,0,0,1,0,0,0,0,1,0
220.1323,1,1,1,0,0,0,1,0,1,1
149.9378,0,0,1,0,0,1,0,0,0,1
202.6829,0,0,0,0,1,0,1,1,1,1
277.6375,0,1,1,1,1,1,0,1,1,1
242.6326,0,1,1,1,1,0,0,0,1,1
139.9568,1,0,1,0,1,0,0,0,1,0
255.1372,1,0,1,0,0,1,1,1,1,1
127.4887,0,0,1,0,0,0,1,0,0,1
184.9496,0,0,1,1,0,1,0,1,1,0
107.4958,0,1,1,0,1,0,1,0,0,0
104.9629,0,0,1,0,0,0,0,0,1,0
127.4958,0,0,1,0,1,0,1,0,0,0
235.1591,1,1,1,0,1,0,1,1,1,1
202.6362,0,0,1,0,1,0,0,1,1,1
225.1457,0,1,1,0,1,1,1,0,1,1
92.45514,1,0,1,0,0,0,0,0,0,0
149.9378,1,0,1,0,0,1,0,0,0,1
132.466,1,0,1,0,1,0,0,1,1,0
212.6228,1,0,0,0,1,1,0,0,1,1
124.9781,0,0,1,0,0,0,1,0,0,0
124.9607,0,0,0,1,0,0,0,0,0,0
144.9607,0,0,1,1,0,0,0,0,0,0
222.65,1,0,1,0,1,0,1,0,1,1
107.4806,1,0,1,0,1,0,0,0,1,0
160.0013,0,0,1,1,1,0,1,0,0,0
235.1591,1,1,0,0,1,0,1,1,1,1
240.1149,1,0,1,1,0,0,0,0,1,1
184.9496,0,0,1,1,0,1,0,1,1,0
222.6326,0,1,1,1,1,0,0,0,1,1
117.4686,1,0,1,0,1,1,0,0,0,0
159.9349,0,0,1,0,0,1,0,0,1,0
262.6106,1,0,1,1,0,1,0,0,1,1
210.127,0,0,1,0,1,0,0,0,1,1
147.4713,1,0,1,1,0,0,0,0,0,1
247.6647,1,1,1,1,1,0,1,1,1,1
197.4725,1,0,1,1,0,1,1,1,1,0
194.9882,0,0,1,1,1,0,1,0,0,1
162.447,1,1,1,0,0,1,0,1,0,1
200.1465,1,0,1,0,1,1,0,0,1,1
117.4835,0,1,1,0,1,0,0,0,0,1
197.484,0,0,1,1,1,1,1,0,0,1
114.9658,0,0,1,0,0,0,0,0,0,1
172.4733,0,0,1,1,0,1,0,1,1,0
117.4835,1,0,1,0,1,0,0,0,0,1
202.65,1,0,1,0,1,0,1,0,1,1
245.175,1,1,1,1,1,1,1,0,1,1
207.6094,0,0,1,0,0,0,0,0,1,1
137.4392,1,0,1,0,0,0,0,0,1,0
124.9781,0,0,1,0,0,0,1,0,0,0
220.1478,1,0,1,1,0,0,0,1,1,1
134.9509,1,1,1,0,0,1,0,0,0,0
202.4433,1,1,1,1,0,1,0,0,0,1
159.9349,0,0,1,0,0,1,0,0,1,0
184.961,1,1,0,1,1,1,0,0,0,1
194.9525,0,0,1,1,0,1,0,1,0,1
174.9581,0,0,1,1,1,1,0,0,1,0
222.6326,0,0,1,1,1,0,0,0,1,1
184.9853,0,0,0,1,1,0,1,0,1,0
117.4872,0,0,1,0,0,0,1,1,0,0
107.482,1,1,1,0,1,0,0,1,0,0
159.9476,1,0,0,1,0,0,0,0,0,1
212.6415,1,0,1,0,0,0,1,1,1,1
162.4538,1,0,1,1,0,0,0,1,1,0
167.4564,0,0,1,1,0,1,0,0,0,0
137.4836,1,1,1,1,0,0,1,0,0,0
127.475,0,1,1,0,0,0,0,1,0,1
245.1457,1,0,1,0,1,1,1,0,1,1
114.9509,0,1,1,0,0,1,0,0,0,0
124.9607,0,1,1,1,0,0,0,0,0,0
172.4742,0,0,1,0,0,0,1,1,0,1
245.147,0,1,1,1,0,0,1,1,1,1
137.4836,0,0,1,1,0,0,1,0,0,0
200.1185,1,1,1,0,0,0,0,1,1,1
194.9744,1,0,1,1,1,0,0,1,0,1
134.9509,0,0,1,0,0,1,0,0,0,0
172.4733,0,0,1,1,0,1,0,1,1,0
265.1283,0,0,1,1,1,1,0,0,1,1
104.9643,1,0,1,0,0,0,0,1,0,0
112.4551,1,0,1,0,0,0,0,0,0,0
195.0062,0,1,1,1,1,1,1,1,0,0
134.9801,0,0,1,1,0,1,0,0,0,0
187.5139,1,0,1,1,1,1,1,1,1,0
92.45514,0,1,1,0,0,0,0,0,0,0
214.9525,0,0,1,1,0,1,0,1,0,1
232.6378,1,0,1,1,0,0,1,0,1,1
159.9805,1,0,1,1,0,0,0,1,0,1
182.4676,1,1,1,1,0,0,1,0,1,0
225.1457,0,0,1,0,1,1,1,0,1,1
149.9778,1,0,0,0,1,1,0,1,0,0
144.9607,1,1,1,1,0,0,0,0,0,0
117.4872,0,0,1,0,0,0,1,1,0,0
162.4676,1,0,1,1,0,0,1,0,1,0
182.4433,1,0,1,1,0,1,0,0,0,1
147.4564,0,0,1,1,0,1,0,0,0,0
172.4567,0,0,1,1,0,0,0,1,0,1
242.6326,1,1,1,1,1,0,0,0,1,1
139.9816,0,0,1,0,0,1,1,0,1,0
129.9621,1,0,1,0,0,0,1,0,1,0
187.6094,1,0,1,0,0,0,0,0,1,1
242.6281,1,0,1,0,0,1,1,0,1,1
172.4404,1,1,1,1,0,1,0,0,1,0
137.4616,1,1,1,0,0,1,0,0,0,1
184.9634,0,0,1,1,0,1,1,0,1,0
220.1185,1,1,1,0,0,0,0,1,1,1
235.1372,1,0,1,0,0,1,1,1,1,1
127.482,0,0,1,0,1,0,0,1,0,0
159.983,1,0,1,0,0,1,1,1,0,0
129.995,1,0,1,0,0,0,1,1,1,0
192.4404,1,0,1,1,0,1,0,0,1,0
169.9378,1,1,1,0,0,1,0,0,0,1
210.127,1,0,1,0,1,0,0,0,1,1
207.4754,0,0,1,1,0,1,1,1,0,1
127.4738,1,0,1,0,0,1,1,0,0,0
174.9882,1,1,1,1,1,0,1,0,0,1
172.5034,0,0,1,1,0,0,1,1,0,1
149.9707,0,0,1,0,0,1,0,1,0,1
190.127,0,1,1,0,1,0,0,0,1,1
149.9741,0,0,1,1,1,1,0,0,0,0
182.497,0,1,1,1,1,1,1,0,0,0
192.4705,1,1,1,1,0,0,1,0,0,1
182.4433,1,1,1,1,0,1,0,0,0,1
139.9349,1,0,1,0,0,1,0,0,1,0
179.9476,1,0,1,1,0,0,0,0,0,1
127.4421,0,1,1,0,0,0,0,0,0,1
102.4746,0,0,1,0,0,1,0,0,0,0
255.1555,0,0,1,1,1,0,1,0,1,1
129.9926,0,0,1,0,1,0,0,1,0,1
169.9447,1,1,1,1,0,0,0,0,1,0
137.4392,0,0,1,0,0,0,0,0,1,0
129.9926,0,0,1,0,1,0,0,1,0,1
207.6094,1,0,1,0,0,0,0,0,1,1
182.4676,0,1,1,1,0,0,1,0,1,0
127.475,0,0,1,0,0,0,0,1,0,1
262.6106,1,0,1,1,0,1,0,0,1,1
235.1591,0,1,1,0,1,0,1,1,1,1
277.6513,1,0,1,1,1,1,1,0,1,1
245.1283,0,1,1,1,1,1,0,0,1,1
142.4827,0,0,1,0,1,0,1,0,0,1
212.6557,1,0,1,0,1,1,0,1,1,1
139.965,1,0,0,0,0,0,1,0,0,1
235.1372,0,0,1,0,0,1,1,1,1,1
240.1149,0,0,1,1,0,0,0,0,1,1
152.4579,1,0,1,0,0,1,1,0,1,0
270.1604,0,1,1,1,1,1,1,1,1,1
127.475,0,1,1,0,0,0,0,1,0,1
92.45514,1,0,1,0,0,0,0,0,0,0
159.965,0,0,1,0,0,0,1,0,0,1
167.4564,0,0,1,1,0,1,0,0,0,0
219.9902,0,0,1,1,1,1,1,1,1,0
242.6326,0,0,1,1,1,0,0,0,1,1
157.4698,1,0,1,1,0,0,0,1,0,0
149.9778,1,0,0,0,1,1,0,1,0,0
172.4624,1,1,1,1,1,0,0,0,1,0
255.1372,1,0,1,0,0,1,1,1,1,1
194.9992,0,1,1,1,0,1,1,1,0,1
164.967,1,0,1,0,0,1,1,1,1,0
104.9781,0,0,1,0,0,0,1,0,0,0
152.4579,1,0,1,0,0,1,1,0,1,0
194.9581,1,0,0,1,1,1,0,0,1,0
162.4526,1,0,1,0,1,1,0,0,1,0
160.0013,1,0,1,1,1,0,1,0,0,0
114.9976,0,0,1,0,0,1,1,0,0,0
159.9794,1,1,1,1,0,1,1,0,0,0
210.1051,0,0,1,0,0,1,0,0,1,1
174.9581,0,0,1,1,1,1,0,0,1,0
245.132,0,1,1,0,1,1,0,1,1,1
265.147,1,0,1,1,0,0,1,1,1,1
92.5018,0,0,1,0,0,0,1,0,0,0
172.4555,0,0,1,0,1,1,0,0,0,1
245.147,1,0,0,1,0,0,1,1,1,1
202.4433,0,0,1,1,0,1,0,0,0,1
225.1457,0,0,1,0,1,1,1,0,1,1
194.9768,0,1,1,1,0,0,1,1,1,0
104.9629,1,0,1,0,0,0,0,0,1,0
117.4872,0,1,0,0,0,0,1,1,0,0
119.9568,0,1,1,0,1,0,0,0,1,0
245.147,1,0,1,1,0,0,1,1,1,1
179.9476,0,1,1,1,0,0,0,0,0,1
242.6573,1,0,1,1,0,1,1,0,1,1
160.0122,1,0,1,1,0,1,1,1,0,0
257.6375,1,0,1,1,1,1,0,1,1,1
154.9919,1,1,1,0,1,0,1,1,0,1
207.4811,0,0,0,1,1,1,1,0,1,0
134.9509,1,0,1,0,0,1,0,0,0,0
124.9607,0,1,1,1,0,0,0,0,0,0
167.4847,1,1,1,0,1,1,1,1,1,0
187.656,1,1,1,0,0,0,1,0,1,1
139.9792,1,0,1,0,1,1,0,0,0,1
159.965,0,0,1,0,0,0,1,0,0,1
172.4871,0,0,1,1,0,1,1,0,1,0
149.9483,1,0,1,0,0,0,0,1,1,0
257.6375,0,0,1,1,1,1,0,1,1,1
104.9643,0,1,1,0,0,0,0,1,0,0
132.5127,0,1,1,0,1,0,1,1,1,0
255.1198,0,1,1,1,0,1,0,1,1,1
207.6386,0,0,1,1,0,0,0,0,1,1
197.6288,1,1,1,0,0,1,0,0,1,1
129.9915,0,0,1,0,1,1,1,0,0,0
127.4738,1,1,0,0,0,1,1,0,0,0
204.961,1,0,1,1,1,1,0,0,0,1
245.147,1,0,1,1,0,0,1,1,1,1
149.9928,0,0,1,1,0,0,1,1,0,0
154.9919,0,0,1,0,1,0,1,1,0,1
194.9768,0,1,1,1,0,0,1,1,1,0
217.484,0,0,1,1,1,1,1,0,0,1
107.5286,0,0,1,0,1,0,1,1,0,0
117.5152,0,0,1,0,1,1,1,0,0,0
162.4713,1,0,1,0,0,0,1,1,1,0
159.9349,1,1,1,0,0,1,0,0,1,0
149.9776,1,0,1,1,0,0,0,1,1,0
220.1323,0,0,1,0,0,0,1,0,1,1
222.6792,1,1,1,1,1,0,1,0,1,1
172.4579,0,0,1,0,0,1,1,0,1,0
195.0062,0,0,1,1,1,1,1,1,0,0
162.4526,0,0,1,0,1,1,0,0,1,0
152.4555,1,0,1,0,1,1,0,0,0,1
139.9349,0,1,1,0,0,1,0,0,1,0
182.447,1,1,1,0,0,1,0,1,0,1
184.9797,0,0,1,1,0,0,1,1,0,1
197.4725,0,0,1,1,0,1,1,1,1,0
265.147,0,1,1,1,0,0,1,1,1,1
159.9476,0,0,1,1,0,0,0,0,0,1
157.4698,1,0,0,1,0,0,0,1,0,0
139.965,0,1,1,0,0,0,1,0,0,1
124.9935,0,0,1,1,0,0,0,1,0,0
144.9607,0,0,1,1,0,0,0,0,0,0
172.4441,0,1,1,0,0,1,0,1,1,0
147.5031,1,0,1,1,0,1,1,0,0,0
169.9378,1,0,0,0,0,1,0,0,0,1
220.1185,0,1,1,0,0,0,0,1,1,1
127.482,1,1,0,0,1,0,0,1,0,0
164.9647,1,0,1,0,1,1,0,1,0,1
147.4713,0,0,1,1,0,0,0,0,0,1
210.1518,0,0,1,0,0,1,1,0,1,1
174.9699,0,0,1,0,0,1,1,1,0,1
235.1591,1,0,0,0,1,0,1,1,1,1
222.65,1,1,1,0,1,0,1,0,1,1
220.1149,0,0,1,1,0,0,0,0,1,1
137.4698,0,1,1,1,0,0,0,1,0,0
242.6143,1,0,0,0,0,1,0,1,1,1
192.4885,0,0,1,1,0,1,1,1,0,0
172.4705,1,0,1,1,0,0,1,0,0,1
142.4713,1,0,1,0,0,0,1,1,1,0
149.9483,0,0,1,0,0,0,0,1,1,0
159.9942,0,0,1,1,0,0,1,0,0,1
220.1149,1,0,1,1,0,0,0,0,1,1
104.9643,1,1,1,0,0,0,0,1,0,0
179.9794,1,1,1,1,0,1,1,0,0,0
127.4887,0,0,1,0,0,0,1,0,0,1
129.9598,1,1,1,0,1,0,0,0,0,1
137.4392,0,0,1,0,0,0,0,0,1,0
147.5031,0,1,1,1,0,1,1,0,0,0
139.9349,1,0,1,0,0,1,0,0,1,0
172.4567,0,1,1,1,0,0,0,1,0,1
114.9728,0,0,1,0,1,0,0,0,0,0
204.9634,1,0,1,1,0,1,1,0,1,0
107.482,0,1,0,0,1,0,0,1,0,0
172.4742,1,1,1,0,0,0,1,1,0,1
179.9656,1,0,1,1,0,1,0,1,0,0
255.1417,0,0,1,1,1,0,0,1,1,1
114.9509,0,0,1,0,0,1,0,0,0,0
225.1457,1,0,1,0,1,1,1,0,1,1
162.497,0,0,0,1,1,1,1,0,0,0
210.1051,0,1,1,0,0,1,0,0,1,1
190.1737,0,0,0,0,1,0,1,0,1,1
174.9755,0,0,1,0,1,1,1,0,1,0
200.1323,0,1,1,0,0,0,1,0,1,1
157.4836,1,1,1,1,0,0,1,0,0,0
210.127,1,0,1,0,1,0,0,0,1,1
117.4392,0,0,1,0,0,0,0,0,1,0
129.9621,1,1,1,0,0,0,1,0,1,0
187.656,1,0,1,0,0,0,1,0,1,1
152.4798,0,1,1,0,1,0,1,0,1,0
192.4404,0,1,1,1,0,1,0,0,1,0
144.9607,1,0,1,1,0,0,0,0,0,0
162.4818,0,0,1,1,1,1,0,0,1,0
112.4844,0,1,1,1,0,0,0,0,0,0
187.6094,1,0,0,0,0,0,0,0,1,1
257.6513,0,0,1,1,1,1,1,0,1,1
159.9794,0,0,1,1,0,1,1,0,0,0
152.5022,0,0,1,0,1,1,1,0,0,1
159.9656,1,1,1,1,0,1,0,1,0,0
230.1051,0,0,1,0,0,1,0,0,1,1
114.9838,0,1,1,0,0,1,0,1,0,0
127.4887,1,0,1,0,0,0,1,0,0,1
275.1198,1,0,1,1,0,1,0,1,1,1
184.9634,1,0,1,1,0,1,1,0,1,0
152.4884,1,0,1,0,1,1,0,1,0,1
127.482,1,1,1,0,1,0,0,1,0,0
194.9581,0,1,0,1,1,1,0,0,1,0
164.967,0,0,0,0,0,1,1,1,1,0
