Age,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,Churn_Yes,Techie_Yes,Contract_One year,Contract_Two Year,Port_modem_Yes,Tablet_Yes,InternetService_Fiber Optic,InternetService_None,Phone_Yes,Multiple_Yes,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,PaperlessBilling_Yes
43,6.771224401,13,0,0,10.03360917,147.503078,1091.751973,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0
69,13.12198645,14,3,0,8.853636698,102.474625,752.7262389,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
74,8.102372401,13,2,2,3.523994671,172.457857,765.3008585,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0
58,12.83502533,5,0,0,9.473751367,217.483972,1477.859712,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1
21,10.55414085,11,1,0,19.58895462,139.983006,2323.477681,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1
28,7.20065374,8,2,0,10.19437082,129.959755,1756.819542,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0
26,11.72865495,16,0,0,2.871446409,105.010962,676.0809142,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1
31,10.99234942,15,0,0,7.292787239,117.487242,1281.533791,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
52,9.973647103,11,0,0,8.458121948,214.952509,1155.865056,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0
75,8.825929291,8,0,1,17.48396291,202.443347,1671.835787,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0
47,7.649443176,16,0,0,8.92504512,202.682861,1389.451264,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1
61,6.792026415,13,1,1,11.24061076,255.119794,1882.523799,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0
38,9.586595428,18,1,0,18.73450543,190.12704,2809.296787,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0
40,10.10186417,10,2,0,6.681362911,202.649979,1653.999552,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1
51,9.597592484,8,3,0,5.824620949,149.944668,1228.657511,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1
71,9.898208583,10,0,0,18.97328429,182.467607,1912.109481,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1
76,7.078232973,8,1,0,19.98393473,182.446995,1805.771781,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
25,4.963308626,12,1,0,17.41856593,192.470522,2026.989634,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1
83,9.646498667,12,2,1,6.791270714,139.951231,1103.633086,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
44,5.92932879,13,2,0,7.172070851,144.988941,1407.682723,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1
50,10.98788501,10,0,0,16.99923183,157.483594,1761.052193,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1
63,14.77952062,8,1,1,8.960033031,184.985293,1207.593093,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0
88,17.96334654,14,2,0,2.451256489,225.178625,910.9230162,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1
43,2.870798009,13,0,0,13.76430574,210.105118,2172.681118,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1
61,3.749430281,12,1,0,2.440923609,187.46728,1092.134853,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1
72,12.51140348,13,0,0,8.279774899,142.500692,1571.814704,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1
33,10.16339628,7,0,0,9.2766412,149.959755,1077.09525,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1
32,11.11635259,18,0,0,6.435331488,124.97808,749.3268907,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
43,9.938971667,11,2,0,15.40849216,214.952509,1764.939141,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1
28,10.72919005,6,0,0,13.46926706,152.455519,2006.076916,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0
65,12.1464948,14,1,0,6.867358844,207.638588,1177.735155,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0
27,10.15007074,12,1,0,7.522520984,149.97755,1021.026757,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
21,13.63501552,9,1,3,1.763317472,127.460067,746.9528584,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0
81,6.884662093,15,2,1,4.611940238,159.965008,722.0878256,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
39,12.35760773,12,1,0,18.30915793,152.479779,1996.645842,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1
34,2.358964139,14,2,1,11.45319603,119.95684,1763.355488,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
29,14.39565424,16,3,0,10.30304569,159.965581,1574.687531,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0
32,15.9111278,15,1,1,5.901029789,139.951231,1259.468498,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
41,9.320031526,20,3,0,8.691329205,210.12704,1316.773005,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
40,13.12639203,9,0,0,17.56356483,240.114868,2136.125116,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1
21,12.34002007,7,3,4,1.291871699,117.487242,699.4793992,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1
31,5.580139894,15,2,0,3.638799298,242.628057,1115.58357,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1
31,5.64360936,10,2,1,20.70165955,225.145743,2926.290256,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1
47,6.732546893,11,1,0,1.214622014,114.997564,284.0777847,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0
31,5.478738151,15,2,0,10.92511005,142.499263,1696.540148,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1
57,8.415407057,11,3,1,3.147892285,82.496547,305.7666287,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
78,12.05866555,17,2,0,8.688984603,132.479779,1524.801731,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
57,7.550902576,12,2,1,1.456262249,184.961033,906.2735981,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
28,11.28505526,9,0,0,2.072317222,202.443347,676.2054121,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1
25,7.990639758,9,1,0,3.475168025,159.965008,637.9068136,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
23,10.78273936,11,0,0,9.510993751,167.456419,1142.427499,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0
78,11.02320782,13,2,0,22.16579367,114.972827,1825.985724,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0
39,11.10415291,10,2,0,6.19002424,159.987503,803.3925622,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1
80,17.5602198,10,3,0,9.067061096,160.01224,1008.639416,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0
31,4.122791832,11,1,0,1.845003373,137.468388,507.6007948,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1
42,12.84976081,10,1,1,3.12313921,194.988208,875.1196392,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1
70,9.543357026,8,2,0,10.24058579,172.457857,1144.050351,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1
20,7.077339857,10,0,0,1.491763776,220.161527,830.5471719,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1
41,6.033340156,11,0,0,18.66406554,147.456419,2287.741972,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
53,12.13656325,12,1,1,8.721905501,252.637807,1407.12838,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1
75,4.840632447,10,1,0,14.58313517,187.481057,2091.178584,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0
60,9.242340847,6,0,0,4.255080878,137.483594,995.1098617,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
27,6.471033904,17,1,1,9.343807204,162.493654,1241.311162,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1
82,8.352797526,9,0,1,4.153793775,242.610632,1267.731181,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1
56,11.13577596,12,2,0,2.760208796,167.484705,1363.377334,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0
53,13.44315297,7,1,0,1.583634587,267.664655,887.2448499,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0
81,4.316379108,8,2,0,13.98469679,235.188375,1795.290082,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0
74,7.92642809,10,0,0,3.072369855,169.974105,584.4226607,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1
52,9.032895096,12,2,1,12.81011786,159.947583,1714.568513,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
67,15.15496322,14,2,1,8.417226873,95.005709,770.6307096,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1
75,11.57637613,10,0,1,17.35804942,172.457857,1973.393367,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0
49,11.55879323,12,1,1,7.95236848,187.484705,1197.290608,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1
67,11.98080538,6,1,0,8.889790813,202.636202,1710.907598,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0
54,15.13468172,14,2,1,1.112321784,277.63748,1053.415573,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1
43,8.280154685,17,2,2,17.67252758,104.97808,1965.221779,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32,13.65973236,16,1,0,9.716052195,95.019486,1093.345316,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0
62,7.643621222,2,0,1,14.87120712,152.44408,2021.782055,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
70,9.919678232,11,0,1,7.077999389,154.975543,1636.158987,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1
25,8.444910983,11,1,0,13.85473212,217.470195,1792.56277,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0
33,2.944771091,13,1,0,10.39427126,192.470522,1312.134316,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1
41,12.84598904,14,2,0,10.22370845,207.49737,1289.886774,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0
51,8.578166103,12,0,1,8.098851806,162.493654,1152.968935,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0
82,11.32174569,13,2,2,19.16163631,162.471255,1746.011415,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1
56,15.75679649,11,1,0,9.932932319,222.61428,1898.286119,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1
71,8.828958895,9,1,0,4.00803296,125.007314,525.3079814,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1
34,8.704414121,6,1,0,14.41890198,92.455141,1971.551928,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20,9.908849616,5,0,0,9.26064585,222.61428,1821.82345,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0
23,7.553373948,9,2,1,8.634921784,207.49737,1270.22182,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0
89,10.30256804,8,3,1,26.16514147,139.934918,2761.982244,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
72,17.49332639,12,1,2,1.068799086,172.487091,504.9814106,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0
35,7.523463124,14,1,0,17.39605821,175.133074,2019.788427,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0
89,7.899801255,11,2,1,7.245906912,159.987503,879.9008247,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1
66,7.059012011,11,0,0,6.133827574,162.452604,950.1312316,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0
57,10.59857436,12,1,1,3.816472249,152.44408,1208.458932,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1
76,9.109696707,15,1,0,11.47456181,139.979239,1210.196851,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1
81,15.32731181,13,0,0,3.61323465,252.637807,804.3790601,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0
40,11.64764999,9,1,1,6.126946607,242.610632,1614.1637,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1
85,15.34353703,14,1,0,9.378558244,192.440432,1150.450972,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1
34,7.595319178,10,3,0,5.679317142,262.610632,1136.60955,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1
30,9.227166445,12,1,0,9.314854212,94.972827,1487.731702,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
38,10.06634813,20,2,0,6.339408608,124.97808,639.5093519,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1
78,9.140364793,11,1,0,5.597557242,120.003499,796.4331979,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0
85,14.95030399,8,3,1,6.195470215,275.119794,1124.637958,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0
63,12.47176454,11,2,0,8.509499576,139.981577,1072.213221,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0
88,10.03378888,14,1,0,30.03608319,202.443347,2688.491827,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0
49,12.96180339,16,1,0,13.34966275,172.47417,1454.923517,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1
31,10.94680764,6,0,0,9.045537332,144.960655,1014.854462,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1
33,13.32229504,14,1,0,17.70570806,172.44408,1935.621118,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1
28,15.54569939,9,0,0,5.958420709,222.61428,1648.155844,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1
84,8.440399216,9,0,0,7.570075544,220.114868,1524.945096,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1
35,9.010061624,12,1,1,5.873359501,127.442069,1160.756141,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
43,12.9088807,15,0,0,19.37622206,139.934918,2418.099487,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1
73,6.783649349,7,0,1,13.66699636,172.457857,1523.590353,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1
77,8.144330616,15,2,3,1.87055247,157.483594,278.9942907,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1
37,8.455302586,10,0,0,10.7468963,187.481057,1885.164449,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1
24,13.64460159,9,0,1,6.691537735,134.950905,805.3931837,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1
56,10.39492135,14,0,0,12.41932486,127.474951,1188.311266,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0
75,10.58093125,8,0,1,2.5238884,194.988208,779.392646,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1
70,12.07896744,13,0,0,9.764790968,169.992756,891.5354705,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1
54,10.51343586,18,0,0,7.629294031,152.488401,940.7924479,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1
42,10.94484319,12,0,1,6.695029374,152.510442,1251.289889,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1
69,8.836395031,7,0,1,19.25835701,152.457857,2623.835938,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1
50,16.63376919,13,1,0,1.723983897,139.951231,888.9795791,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
47,7.540632126,17,0,0,3.811416865,129.948316,1023.702263,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
59,8.173622417,10,1,0,1.784103787,159.987503,407.5928812,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1
57,15.17990976,7,1,1,1.43538042,79.978861,367.3059091,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1
29,10.24327363,14,0,0,13.3451101,92.455141,1571.397537,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
32,5.730187669,11,1,0,9.676963031,204.961033,1340.685724,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0
81,2.516745112,12,1,0,9.028422616,95.019486,876.3492188,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1
22,12.834729,9,1,0,5.441479864,232.637807,1700.52331,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1
37,9.503889638,13,0,0,3.550421402,169.937833,726.6441549,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
83,13.25666082,14,0,0,13.14070245,137.469817,1577.015173,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1
44,9.255314336,13,2,0,19.9235245,172.462354,2113.850791,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0
85,8.954899011,14,1,2,1.374911824,142.500692,747.9301328,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0
58,11.81175528,10,0,0,3.106980528,192.440432,708.8254196,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0
80,2.110606916,18,1,0,5.550110436,187.656013,894.4102553,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0
28,11.46370907,15,0,0,9.38712707,277.651257,1712.794495,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1
31,9.928856736,12,0,0,4.005780287,157.469817,554.7295152,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1
87,11.57554015,11,0,0,12.40889924,154.961766,1889.347998,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1
36,13.27478996,11,1,2,7.60247544,162.468917,1078.260358,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1
23,8.508595449,13,1,0,10.08463748,182.467607,1310.382845,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1
70,8.844986609,9,1,0,6.169035922,195.006206,909.9557807,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1
24,12.25982132,12,0,0,12.09641389,149.988989,1461.101266,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0
49,10.03906526,11,3,0,23.32691904,139.987503,2649.830017,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1
60,9.515742803,11,2,0,8.886360176,172.456745,1340.373707,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
85,8.620125009,10,0,1,15.82334026,190.12704,2123.334993,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0
32,7.85989854,11,0,0,6.862244054,255.155493,1476.644914,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0
46,11.57607855,10,0,1,5.396647294,137.468388,765.7044853,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1
47,10.42690816,17,2,0,18.42609229,147.442069,1890.385398,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
34,7.953632262,9,2,0,4.526667855,187.49737,1259.528321,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1
47,10.24268185,8,0,0,6.832965812,184.949594,1468.00712,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1
21,13.65545074,14,1,1,6.109999694,202.443347,1060.779533,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1
48,13.30817874,17,0,4,3.852627275,162.500692,720.333405,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0
23,10.62473397,13,0,1,12.74748675,159.979358,2008.680996,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1
41,9.540070446,11,0,0,4.997365436,162.465269,1154.892024,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1
37,16.88041332,13,1,0,15.32475177,182.443347,2207.637213,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0
58,12.50834927,8,1,0,18.81607435,194.952509,2346.894471,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1
34,8.942252776,9,1,0,7.629943705,149.962093,954.1807838,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1
77,12.8348374,14,0,1,9.417609509,172.510442,976.910308,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1
49,15.76975133,8,1,0,11.96148946,227.475448,1599.474597,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1
32,13.46868109,14,0,0,15.48651522,159.934918,1660.386663,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0
64,4.471635302,7,1,0,21.10862922,184.949594,2536.687205,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1
70,10.14904497,14,2,0,8.825774698,217.483972,1283.000223,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1
56,8.6681168,16,1,0,8.574105728,172.510442,945.8621325,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1
45,11.28911933,14,1,0,15.56696462,167.484705,2247.823032,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0
88,7.568122559,14,1,0,8.000279417,172.440432,1441.176168,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0
22,7.641160647,7,1,0,15.16346403,139.986074,1765.167048,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1
78,10.62427045,12,0,1,10.43448006,184.978458,1203.563432,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1
69,6.922666965,9,0,0,8.550692097,232.637807,1692.566285,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0
51,10.20539198,15,2,0,9.323157168,172.470522,1486.494353,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
26,4.912625477,10,2,0,10.36025557,182.45383,1550.154506,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1
22,5.205660364,13,0,0,17.63783701,172.487091,1979.490592,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0
66,9.816727691,18,0,0,2.694014031,157.483594,526.38731,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1
35,8.717398286,15,2,1,2.937852035,167.456419,570.7344969,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1
39,13.75454575,8,0,0,9.566169913,104.97808,1344.903546,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
37,15.61280724,12,0,1,2.163284177,152.479779,602.4065111,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
72,11.69866136,10,0,1,14.06970055,127.525,1339.377921,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0
64,13.56647971,13,1,0,13.13159395,117.468591,1752.198908,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1
48,7.697547282,11,0,1,11.55776139,179.947583,1273.142721,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1
51,8.22529209,9,1,0,14.96367107,104.964303,1964.775503,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
49,8.734579171,15,2,2,2.439520256,245.128318,1341.450253,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0
86,7.295808186,14,1,0,17.68782231,120.003499,1976.347042,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
37,10.51097693,11,2,0,8.255617012,225.145743,1917.60124,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1
55,7.518278856,15,0,0,5.174032539,104.964303,820.9557127,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
54,11.93951737,10,2,0,8.16762508,142.499263,1148.911745,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1
63,12.69971233,12,3,0,14.96689418,139.965008,1919.921479,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
65,7.947973086,15,1,0,7.537243981,214.966286,1036.324728,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1
41,12.26691686,8,0,0,18.95221637,117.472036,1839.699549,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1
79,14.82798335,12,1,1,5.011735021,190.159922,847.9561126,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1
26,10.39540448,10,3,0,2.728247011,147.442069,488.2811705,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
63,9.064004874,12,2,0,7.138985437,127.488728,875.0932458,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0
73,8.420093797,11,0,0,22.71649048,184.971516,2128.80443,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0
55,9.420067912,17,1,0,13.28051861,214.952509,1541.165921,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0
43,11.20745718,14,0,1,27.96096319,159.994242,2687.9401,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
48,7.436719685,13,1,0,4.61174735,194.976769,768.0341067,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0
72,5.833716636,15,0,0,9.94963312,112.455141,882.5591385,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
18,7.79720649,9,1,1,15.71358455,115.002061,1679.045392,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1
33,7.584336396,11,0,0,12.60420397,242.61428,1809.863378,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0
33,14.18701742,14,0,0,17.92733138,152.47417,2295.960298,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0
76,11.54198689,7,1,0,6.818705821,217.483972,955.0181592,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0
55,10.51853461,12,0,0,15.97494301,159.979358,2035.008705,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1
48,7.871451091,13,2,1,14.39399314,169.967067,1681.813552,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1
87,10.67112794,13,1,0,9.983052758,215.159141,1774.760154,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1
74,12.01473007,13,2,1,2.704950495,187.656013,711.7404846,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0
55,9.241864687,15,2,2,20.83084927,207.609354,2221.139588,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0
65,10.48393458,13,3,0,1.225588884,192.440432,547.9869964,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1
44,12.67159952,13,0,1,10.44973947,152.457857,1768.55004,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1
19,8.414092289,10,0,1,3.418302206,207.609354,926.9394553,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0
87,6.292455476,13,3,0,4.837990763,162.468917,715.3186358,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0
85,8.665638946,10,1,0,1.963127209,172.470522,771.9557231,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1
27,14.63754555,15,0,0,10.34247598,129.948316,1671.469773,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
